"","ISO","lang.family.x","lang.genus.x","native.country.x","native.country.area.x","language.x","lang.family.y","lang.genus.y","native.country.y","native.country.area.y","language.y","lat","lon","area","perimeter","n.neighbors","mean.temp","sum.precip","sd.temp","sd.precip","growing.season","pop_log"
"128","gww","Australian","Wororan","Australia","Australia and Oceania","gunin","Australian","Wororan","Australia","Australia and Oceania","gunin",-14.25,126.67,2049,87374,3,27.1917,99.167,123.874,2.8478,5,1.69897
"129","gyy","Australian","Pama-Nyungan","Australia","Australia and Oceania","gunya","Australian","Pama-Nyungan","Australia","Australia and Oceania","gunya",-26.5,146.5,23514,226014,0,20.775,39.25,16.928,6.2288,4,1.69897
"130","gni","Australian","Bunuban","Australia","Australia and Oceania","gooniyandi","Australian","Bunuban","Australia","Australia and Oceania","gooniyandi",-18.33,126.33,59404,384390,5,NA,NA,NA,NA,NA,2
"131","gge","Australian","Burarran","Australia","Australia and Oceania","gurrgoni","Australian","Burarran","Australia","Australia and Oceania","gurrgoni",-12.25,134.42,14614,157924,4,NA,NA,NA,NA,NA,1.69897
"132","gbc","Australian","Garrwan","Australia","Australia and Oceania","garrwa","Australian","Garrwan","Australia","Australia and Oceania","garrwa",-17.08,137.17,3554334,967876,4,NA,NA,NA,NA,NA,2.30103
"133","ktd","Australian","Pama-Nyungan","Australia","Australia and Oceania","gugada","Australian","Pama-Nyungan","Australia","Australia and Oceania","gugada",-30,134,127466,553711,2,NA,NA,NA,NA,NA,1.69897
"134","kgs","Australian","Pama-Nyungan","Australia","Australia and Oceania","gumbaynggir","Australian","Pama-Nyungan","Australia","Australia and Oceania","gumbaynggir",-30.17,152.5,5031,109873,0,19.25,115.833,51.334,4.2678,12,1.69897
"135","kky","Australian","Pama-Nyungan","Australia","Australia and Oceania","guuguyimidhirr","Australian","Pama-Nyungan","Australia","Australia and Oceania","guuguyimidhirr",-15,144.83,71324,363830,1,NA,NA,NA,NA,NA,1.69897
"136","heb","Afro-Asiatic","Semitic","Israel","Asia","hebrew","Afro-Asiatic","Semitic","Israel","Asia","hebrew",31.5,34.83,1143745,1693740,15,18.532525,42.266375,48.55875,5.3377125,5.0885375,6.70372
"137","pms","Indo-European","Romance","Italy","Europe","italianturinese","Indo-European","Romance","Italy","Europe","italianturinese",45,7.67,1743155,1061028,16,11.8824333333333,72.3396666666667,24.1753333333333,7.36823333333333,7.77776666666667,6.49229
"138","ibd","Australian","Iwaidjan","Australia","Australia and Oceania","iwaidja","Australian","Iwaidjan","Australia","Australia and Oceania","iwaidja",-11.5,132.67,74831,1403040,5,NA,NA,NA,NA,NA,2.17609
"139","djd","Australian","Jaminjungan","Australia","Australia and Oceania","jaminjung","Australian","Jaminjungan","Australia","Australia and Oceania","jaminjung",-15.08,130.5,51116,506807,3,NA,NA,NA,NA,NA,1.69897
"140","gyd","Australian","Tangkic","Australia","Australia and Oceania","kayardild","Australian","Tangkic","Australia","Australia and Oceania","kayardild",-17.05,139.5,1652,103810,1,NA,NA,NA,NA,NA,1.69897
"141","ktg","Australian","Pama-Nyungan","Australia","Australia and Oceania","kalkatungu","Australian","Pama-Nyungan","Australia","Australia and Oceania","kalkatungu",-21,139.5,NA,NA,NA,24.55,34.333,33.397,5.442,4,1.69897
"142","gia","Australian","Djeragan","Australia","Australia and Oceania","kitja","Australian","Djeragan","Australia","Australia and Oceania","kitja",-17.5,127.75,3025187,728343,6,NA,NA,NA,NA,NA,2
"143","kjn","Australian","Pama-Nyungan","Australia","Australia and Oceania","kunjen","Australian","Pama-Nyungan","Australia","Australia and Oceania","kunjen",-16.5,142.5,62618,351467,1,26.1917,85.417,98.911,2.4934,5,1.69897
"144","mwp","Australian","Pama-Nyungan","Australia","Australia and Oceania","kalalagawya","Australian","Pama-Nyungan","Australia","Australia and Oceania","kalalagawya",-10.12,142.12,84523,2024148,5,26.6917,147.5,169.199,1.044,5,3.47712
"145","xmu","Australian","Eastern Daly","Australia","Australia and Oceania","kamu","Australian","Eastern Daly","Australia","Australia and Oceania","kamu",-13.58,130.83,36107,199349,4,NA,NA,NA,NA,NA,1.69897
"146","uwa","Australian","Pama-Nyungan","Australia","Australia and Oceania","kugunganhcara","Australian","Pama-Nyungan","Australia","Australia and Oceania","kugunganhcara",-14.42,142,3653,65087,6,NA,NA,NA,NA,NA,1.69897
"147","rop","Creoles and Pidgins","","Australia","Australia and Oceania","kriolngukurr","Creoles and Pidgins","","Australia","Australia and Oceania","kriolngukurr",-14.83,135,NA,NA,NA,NA,NA,NA,NA,NA,4
"148","gbd","Australian","Pama-Nyungan","Australia","Australia and Oceania","karadjeri","Australian","Pama-Nyungan","Australia","Australia and Oceania","karadjeri",-19,122,120440,497584,3,NA,NA,NA,NA,NA,1.69897
"149","kuy","Australian","Pama-Nyungan","Australia","Australia and Oceania","kuukuyau","Australian","Pama-Nyungan","Australia","Australia and Oceania","kuukuyau",-12.58,143.08,23489,203462,0,NA,NA,NA,NA,NA,2
"150","gvn","Australian","Pama-Nyungan","Australia","Australia and Oceania","kukuyalanji","Australian","Pama-Nyungan","Australia","Australia and Oceania","kukuyalanji",-16,145,532432,352972,1,24.275,167.5,167.637,2.3638,8,2.8451
"151","lao","Tai-Kadai","Kam-Tai","Thailand","Asia","lao","Tai-Kadai","Kam-Tai","Thailand","Asia","lao",18,103,2263004,2659767,59,26.2927833333333,133.919833333333,127.469833333333,2.34155,7.09091666666667,6.5036
"152","lrg","Australian","Laragiyan","Australia","Australia and Oceania","laragia","Australian","Laragiyan","Australia","Australia and Oceania","laragia",-12.67,130.83,5843,228164,2,27.1583,142.167,156.249,1.4933,7,1.69897
"153","lav","Indo-European","Baltic","Latvia","Europe","latvian","Indo-European","Baltic","Latvia","Europe","latvian",57,24,6293850,1874198,7,6.19663333333333,54.6496666666667,19.6157333333333,8.12609333333333,6,6.1886
"154","lat","Indo-European","Baltic","Latvia","Europe","latin","Indo-European","Baltic","Latvia","Europe","latin",57,24,6293850,1874198,7,6.19663333333333,54.6496666666667,19.6157333333333,8.12609333333333,6,6.1886
"155","lby","Australian","Pama-Nyungan","Australia","Australia and Oceania","lamulamu","Australian","Pama-Nyungan","Australia","Australia and Oceania","lamulamu",-14.83,144.5,5546,225212,4,25.825,100.083,122.3,2.4735,5,1.69897
"156","lmc","Australian","Limilngan","Australia","Australia and Oceania","limilngan","Australian","Limilngan","Australia","Australia and Oceania","limilngan",-12.5,131.92,22446,174870,1,NA,NA,NA,NA,NA,1.69897
"157","lbz","Australian","Pama-Nyungan","Australia","Australia and Oceania","lardil","Australian","Pama-Nyungan","Australia","Australia and Oceania","lardil",-16.5,139.33,12368,386858,1,NA,NA,NA,NA,NA,1.69897
"158","mph","Australian","Iwaidjan","Australia","Australia and Oceania","maung","Australian","Iwaidjan","Australia","Australia and Oceania","maung",-11.92,133.5,11469,237772,4,NA,NA,NA,NA,NA,2.30103
"159","mwd","Australian","Pama-Nyungan","Australia","Australia and Oceania","mudburra","Australian","Pama-Nyungan","Australia","Australia and Oceania","mudburra",-17.33,132.08,6076935,976566,7,NA,NA,NA,NA,NA,1.69897
"160","zml","Australian","Eastern Daly","Australia","Australia and Oceania","matngele","Australian","Eastern Daly","Australia","Australia and Oceania","matngele",-13.83,130.42,10526,109125,2,NA,NA,NA,NA,NA,1.69897
"161","ulk","Western Fly","Western Fly","Australia","Australia and Oceania","meryammir","Western Fly","Western Fly","Australia","Australia and Oceania","meryammir",-9.92,144.08,189,94465,0,NA,NA,NA,NA,NA,2.47712
"162","mep","Australian","Djeragan","Australia","Australia and Oceania","miriwung","Australian","Djeragan","Australia","Australia and Oceania","miriwung",-15.67,129,1764247,742754,8,29.875,59.5,73.673,2.8642,4,1.69897
"163","zmr","Australian","Western Daly","Australia","Australia and Oceania","maranungku","Australian","Western Daly","Australia","Australia and Oceania","maranungku",-13.67,130,7986,97434,5,NA,NA,NA,NA,NA,1.69897
"164","mpb","Australian","Northern Daly","Australia","Australia and Oceania","malakmalak","Australian","Northern Daly","Australia","Australia and Oceania","malakmalak",-13.42,130.42,53387,257179,6,NA,NA,NA,NA,NA,1.69897
"165","mlt","Afro-Asiatic","Semitic","Malta","Europe","maltese","Afro-Asiatic","Semitic","Malta","Europe","maltese",35.92,14.42,31319,151988,0,18.7583,45.833,39.305,5.3357,6,5.57043
"166","mpj","Australian","Pama-Nyungan","Australia","Australia and Oceania","mantjiltjara","Australian","Pama-Nyungan","Australia","Australia and Oceania","mantjiltjara",-22.67,125.08,9972224,1334267,2,NA,NA,NA,NA,NA,2.85733
"167","zmc","Australian","Pama-Nyungan","Australia","Australia and Oceania","margany","Australian","Pama-Nyungan","Australia","Australia and Oceania","margany",-27,144.5,34000,276561,0,NA,NA,NA,NA,NA,1.69897
"168","mwf","Australian","Murrinh-Patha","Australia","Australia and Oceania","murrinhpatha","Australian","Murrinh-Patha","Australia","Australia and Oceania","murrinhpatha",-14.67,129.67,54663,611800,4,NA,NA,NA,NA,NA,2.95424
"169","mec","Australian","Maran","Australia","Australia and Oceania","mara","Australian","Maran","Australia","Australia and Oceania","mara",-15,135.17,34276,496764,4,NA,NA,NA,NA,NA,1.69897
"170","mfr","Australian","Western Daly","Australia","Australia and Oceania","marrithiyel","Australian","Western Daly","Australia","Australia and Oceania","marrithiyel",-13.83,130,7242,86331,2,NA,NA,NA,NA,NA,1.69897
"171","zmt","Australian","Western Daly","Australia","Australia and Oceania","maringarr","Australian","Western Daly","Australia","Australia and Oceania","maringarr",-14.25,130,21459,159177,3,NA,NA,NA,NA,NA,1.69897
"172","vma","Australian","Pama-Nyungan","Australia","Australia and Oceania","martuthunira","Australian","Pama-Nyungan","Australia","Australia and Oceania","martuthunira",-20.83,116.5,16658,212439,2,26.0583,20.167,17.627,4.4289,0,1.69897
"173","zmu","Australian","Pama-Nyungan","Australia","Australia and Oceania","muruwari","Australian","Pama-Nyungan","Australia","Australia and Oceania","muruwari",-28.75,147,1877874,571096,1,NA,NA,NA,NA,NA,1.69897
"174","mpc","Australian","Mangarrayi","Australia","Australia and Oceania","mangarrayi","Australian","Mangarrayi","Australia","Australia and Oceania","mangarrayi",-14.67,133.5,87851,396605,6,NA,NA,NA,NA,NA,1.69897
"175","djj","Australian","Ndjébbana","Australia","Australia and Oceania","ndjebbana","Australian","Ndjébbana","Australia","Australia and Oceania","ndjebbana",-12.17,134.12,3715,103878,4,NA,NA,NA,NA,NA,2
"176","wyb","Australian","Pama-Nyungan","Australia","Australia and Oceania","ngiyambaa","Australian","Pama-Nyungan","Australia","Australia and Oceania","ngiyambaa",-31.75,145.5,2814920,686025,1,18.7917,34.583,6.762,6.2267,4,1.69897
"177","nju","Australian","Pama-Nyungan","Australia","Australia and Oceania","ngadjumaja","Australian","Pama-Nyungan","Australia","Australia and Oceania","ngadjumaja",-32.33,123.83,7244536,1168423,1,17.5667,22.5,5.231,4.5207,2,1.69897
"178","nam","Australian","Southern Daly","Australia","Australia and Oceania","ngankikurungkurr","Australian","Southern Daly","Australia","Australia and Oceania","ngankikurungkurr",-14,130.5,1076562,440991,7,NA,NA,NA,NA,NA,2.43933
"179","nig","Australian","Ngalakan","Australia","Australia and Oceania","ngalakan","Australian","Ngalakan","Australia","Australia and Oceania","ngalakan",-14.25,134,54611,286088,4,NA,NA,NA,NA,NA,1.69897
"180","nid","Australian","Ngandi","Australia","Australia and Oceania","ngandi","Australian","Ngandi","Australia","Australia and Oceania","ngandi",-13.83,135,NA,NA,NA,NA,NA,NA,NA,NA,1.69897
"181","nay","Australian","Pama-Nyungan","Australia","Australia and Oceania","ngarinyeri","Australian","Pama-Nyungan","Australia","Australia and Oceania","ngarinyeri",-36,140,NA,NA,NA,15.625,39.917,15.808,4.105,7,1.69897
"182","nxn","Australian","Pama-Nyungan","Australia","Australia and Oceania","ngawun","Australian","Pama-Nyungan","Australia","Australia and Oceania","ngawun",-19,141.5,17213,164101,0,NA,NA,NA,NA,NA,1.69897
"183","nys","Australian","Pama-Nyungan","Australia","Australia and Oceania","nyungar","Australian","Pama-Nyungan","Australia","Australia and Oceania","nyungar",-33.75,122,NA,NA,NA,16.9,49.5,26.137,3.1211,8,1.69897
"184","ngk","Australian","Gunwinygic","Australia","Australia and Oceania","ngalkbun","Australian","Gunwinygic","Australia","Australia and Oceania","ngalkbun",-13.5,134.83,1554934,652349,10,NA,NA,NA,NA,NA,1.69897
"185","nck","Australian","Nakkara","Australia","Australia and Oceania","nakkara","Australian","Nakkara","Australia","Australia and Oceania","nakkara",-12.12,134.42,3655,83928,3,NA,NA,NA,NA,NA,1.87506
"186","nrl","Australian","Pama-Nyungan","Australia","Australia and Oceania","ngarluma","Australian","Pama-Nyungan","Australia","Australia and Oceania","ngarluma",-20.83,117.5,28969,407636,2,26.3778,23.833,23.289,4.512,1.3333,1.8451
"187","ntj","Australian","Pama-Nyungan","Australia","Australia and Oceania","ngaanyatjarra","Australian","Pama-Nyungan","Australia","Australia and Oceania","ngaanyatjarra",-26,126.5,6004793,991501,1,22.4417,14.917,5.418,6.7484,0,3.07918
"188","nuy","Australian","Nunggubuyu","Australia","Australia and Oceania","nunggubuyu","Australian","Nunggubuyu","Australia","Australia and Oceania","nunggubuyu",-13.75,135.67,36623,287207,2,NA,NA,NA,NA,NA,2.47712
"189","nut","Tai-Kadai","Kam-Tai","Viet Nam","Asia","nunginvietnam","Tai-Kadai","Kam-Tai","Viet Nam","Asia","nunginvietnam",21.92,106.42,1216793,1966139,37,22.53652,117.3754,92.5626,5.40402,9.57336,5.93268
"190","nyt","Australian","Pama-Nyungan","Australia","Australia and Oceania","nyawaygi","Australian","Pama-Nyungan","Australia","Australia and Oceania","nyawaygi",-19,146.17,11456,149074,0,NA,NA,NA,NA,NA,1.69897
"191","nyh","Australian","Nyulnyulan","Australia","Australia and Oceania","nyigina","Australian","Nyulnyulan","Australia","Australia and Oceania","nyigina",-18,124.33,1908325,638625,7,27.1667,45.583,55.646,4.5306,4,1.69897
"192","nyv","Australian","Nyulnyulan","Australia","Australia and Oceania","nyulnyul","Australian","Nyulnyulan","Australia","Australia and Oceania","nyulnyul",-17,122.83,19619,223926,3,NA,NA,NA,NA,NA,1.69897
"193","pkn","Australian","Pama-Nyungan","Australia","Australia and Oceania","pakanha","Australian","Pama-Nyungan","Australia","Australia and Oceania","pakanha",-14.5,142.42,31147,215257,2,NA,NA,NA,NA,NA,1.69897
"194","piu","Australian","Pama-Nyungan","Australia","Australia and Oceania","pintupi","Australian","Pama-Nyungan","Australia","Australia and Oceania","pintupi",-23,129,4508983,864864,5,NA,NA,NA,NA,NA,2.90309
"195","pjt","Australian","Pama-Nyungan","Australia","Australia and Oceania","pitjantjatjara","Australian","Pama-Nyungan","Australia","Australia and Oceania","pitjantjatjara",-26,130,33452361,3978210,18,NA,NA,NA,NA,NA,3.39794
"196","drl","Australian","Pama-Nyungan","Australia","Australia and Oceania","paakantyi","Australian","Pama-Nyungan","Australia","Australia and Oceania","paakantyi",-32.5,142.5,2908092,761826,1,18.7417,23.083,5.265,5.7604,0,1.69897
"197","pnw","Australian","Pama-Nyungan","Australia","Australia and Oceania","panyjima","Australian","Pama-Nyungan","Australia","Australia and Oceania","panyjima",-22.83,118.42,63371,338169,1,NA,NA,NA,NA,NA,1.69897
"198","pit","Australian","Pama-Nyungan","Australia","Australia and Oceania","pittapitta","Australian","Pama-Nyungan","Australia","Australia and Oceania","pittapitta",-22.83,140,13429,165883,0,24.3833,21.083,15.664,6.0376,0,1.69897
"199","rmb","Australian","Rembarnga","Australia","Australia and Oceania","rembarnga","Australian","Rembarnga","Australia","Australia and Oceania","rembarnga",-12.83,134.58,88998,320983,7,NA,NA,NA,NA,NA,2.17609
"200","ron","Indo-European","Romance","Romania","Europe","romanian","Indo-European","Romance","Romania","Europe","romanian",46,25,9083042,2411643,13.6666666666667,9.4617,46.563,18.615,8.73203333333333,6.8456,7.37104
"201","thd","Australian","Pama-Nyungan","Australia","Australia and Oceania","kuukthaayorre","Australian","Pama-Nyungan","Australia","Australia and Oceania","kuukthaayorre",-14.58,141.83,12431,125704,0,NA,NA,NA,NA,NA,2.17609
"202","vie","Austro-Asiatic","Viet-Muong","Viet Nam","Asia","vietnamese","Austro-Asiatic","Viet-Muong","Viet Nam","Asia","vietnamese",10.5,106.5,4644619.5,6325859.5,75,27.3162210526316,155.817052631579,128.154368421053,1.0326,7.70716315789474,7.82891
"203","agx","Nakh-Daghestanian","Lezgic","Russia","Eurasia","aghul","Nakh-Daghestanian","Lezgic","Russia","Eurasia","aghul",41.75,47.67,139123,155103,10,NA,NA,NA,NA,NA,4.24067
"204","ava","Nakh-Daghestanian","Avar-Andic-Tsezic","Russia","Eurasia","avar","Nakh-Daghestanian","Avar-Andic-Tsezic","Russia","Eurasia","avar",42.5,46.5,611549,856095,17.5,10.3417,38.667,18.898,9.3221,7,5.77884
"205","bdk","Nakh-Daghestanian","Lezgic","Azerbaijan","Asia","budukh","Nakh-Daghestanian","Lezgic","Azerbaijan","Asia","budukh",41.17,48.42,2624,62803,6,NA,NA,NA,NA,NA,3
"206","bel","Indo-European","Slavic","Belarus","Europe","belarusian","Indo-European","Slavic","Belarus","Europe","belarusian",54,28,20665962,2991254,7,5.9723,55.428375,17.5351875,9.06613125,6.9765625,6.95814
"207","dar","Nakh-Daghestanian","Lak-Dargwa","Russia","Eurasia","dargwa","Nakh-Daghestanian","Lak-Dargwa","Russia","Eurasia","dargwa",42.25,47.42,553405,877278,25,10.3417,38.667,18.898,9.3221,7,5.56994
"208","kjj","Nakh-Daghestanian","Lezgic","Azerbaijan","Asia","khinalug","Nakh-Daghestanian","Lezgic","Azerbaijan","Asia","khinalug",41.17,48.08,2291,17424,4,NA,NA,NA,NA,NA,3.17609
"209","kry","Nakh-Daghestanian","Lezgic","Azerbaijan","Asia","kryz","Nakh-Daghestanian","Lezgic","Azerbaijan","Asia","kryz",41.08,48,6821,36833,4,4.725,40.833,25.038,7.0234,6,3.77815
"210","lbe","Nakh-Daghestanian","Lak-Dargwa","Russia","Eurasia","lak","Nakh-Daghestanian","Lak-Dargwa","Russia","Eurasia","lak",42.17,47.17,462653,1025794,30,10.4583,38.167,18.042,9.6164,6,5.07741
