iso,filename,H_ML,H_MM,H_Jeff,H_Lap,H_SG,H_minmax,H_CS,H_NSB,H_shrink,Corpus,H_scaled
kbp,kbp-x-udhr.csv,7.712843401,8.0190080952,8.0220192518,8.2156641803,7.714539424,7.7670808248,8.298462663,8.3884009457,7.8530919981,UDHR,-0.0323275985
kde,kde-x-udhr.csv,7.5108058683,7.8515599262,7.8310647283,8.0255566172,7.5128916468,7.5691190648,8.2126968331,8.182749707,7.6283980504,UDHR,-0.3831811522
kea,kea-x-udhr.csv,7.4448575461,7.6678883543,7.8034425688,8.0532022184,7.4463347634,7.5073823232,7.9362374656,7.5472629539,7.5165754252,UDHR,-0.5577891728
kek,kek-x-udhr.csv,7.0365740383,7.2626770846,7.354515702,7.5737567444,7.038650665,7.1054688933,7.5077170596,7.1044442299,7.120439542,UDHR,-1.176344696
kha,kha-x-udhr.csv,6.8370429433,7.0001361179,7.168808879,7.4178753454,6.8386517458,6.9089098648,7.2301099453,6.9600507126,6.8913359267,UDHR,-1.534083827
khk,khk-x-udhr-cyr.csv,8.8097335719,9.218207469,9.0273235793,9.1479764165,8.8105856597,8.8387383954,9.5543296998,9.16015652,9.0310640523,UDHR,1.8070440696
kin,kin-x-udhr.csv,8.4756721713,8.8820550813,8.7029259994,8.8288559163,8.4767741199,8.5093250472,9.2120406119,8.8483251581,8.7198542816,UDHR,1.3210983861
kir,kir-x-udhr.csv,8.3320057954,8.6895678604,8.6223129054,8.7937696399,8.3332287832,8.3741504069,8.9724138992,8.9029034262,8.5023231111,UDHR,0.9814293162
kjh,kjh-x-udhr.csv,8.192709394,8.5349958645,8.4933275404,8.6745075406,8.1940172072,8.2377788646,8.8349233562,8.8075757694,8.3398775131,UDHR,0.7277748857
kmb,kmb-x-udhr.csv,7.4057494798,7.6318088379,7.7265489658,7.9479391812,7.4073550769,7.4669083128,7.8501478136,7.4758914098,7.5055902902,UDHR,-0.5749421655
knc,knc-x-udhr.csv,8.4230921181,8.8365641284,8.6905162105,8.8397674402,8.4243120715,8.461183396,9.2571722927,8.8932955392,8.621937525,UDHR,1.1682040052
kng,kng-x-udhr-2.csv,6.7710086375,6.9577420342,7.1156926336,7.3665531883,6.7729691737,6.8469357704,7.2210277668,6.8874399268,6.8330715348,UDHR,-1.6250621073
koo,koo-x-udhr.csv,8.9890979695,9.4036036343,9.2690834693,9.4260503769,8.989930509,9.0214702443,9.8192328026,9.4917925698,9.1544186018,UDHR,1.9996588797
kor,kor-x-udhr.csv,8.3240145213,8.7473157336,8.592785358,8.7415590316,8.3253386689,8.3633670803,9.2003540926,8.791366525,8.5160673569,UDHR,1.0028905862
kqn,kqn-x-udhr.csv,7.7049753671,8.0276610035,7.9544822847,8.1051709532,7.7067060127,7.7530602434,8.2325039064,8.1943395578,7.9291476825,UDHR,0.0864313063
kri,kri-x-udhr.csv,7.0231170303,7.1794623077,7.2841339192,7.4795968648,7.0246720089,7.0868774648,7.3121854078,7.0951766745,7.1182694018,UDHR,-1.1797333115
krl,krl-x-udhr.csv,8.4111934448,8.8150986489,8.7067258124,8.8753122223,8.4124222107,8.4517195188,9.2973326051,8.9642759438,8.5460453938,UDHR,1.0497004843
ktu,ktu-x-udhr.csv,6.7414896247,6.9239507458,7.0806199637,7.3287426572,6.7434505914,6.8175671395,7.1827519524,6.8564868228,6.8026892014,UDHR,-1.6725033034
kwi,kwi-x-udhr.csv,8.6959420975,9.1519828758,8.9158683136,9.0325274354,8.6969216156,8.72582466,9.621176306,9.0253181573,8.919062893,UDHR,1.6321572729
lad,lad-x-udhr.csv,7.5164226007,7.7652613767,7.8594645397,8.0899808378,7.518042346,7.5774380201,8.0285921497,7.5895218618,7.6232618481,UDHR,-0.3912011939
lat,lat-x-udhr-1.csv,8.543663883,8.9587300954,8.8017275355,8.9453048731,8.5447734692,8.5793488643,9.370267539,8.9898357199,8.7412072298,UDHR,1.3544404402
lat,lat-x-udhr-2.csv,8.3801373119,8.7722748069,8.6460308597,8.7969110628,8.3813605818,8.4189976872,9.0873627679,8.8595356142,8.5657799967,UDHR,1.0805155357
lav,lav-x-udhr.csv,8.2345198603,8.6245912189,8.550707201,8.7338361619,8.2359009163,8.2795177399,9.0857352478,8.850510727,8.3670027682,UDHR,0.7701302417
lia,lia-x-udhr.csv,7.0766764638,7.3164895283,7.4056038185,7.628329183,7.0788236698,7.1461692745,7.5619899527,7.1445351733,7.177645332,UDHR,-1.0870193941
lin,lin-x-udhr-notones.csv,6.7036453376,6.8817265227,7.0217636556,7.2558560884,6.705639915,6.7786510484,7.0958248469,6.8047424897,6.7656381129,UDHR,-1.7303575812
lin,lin-x-udhr-tones.csv,6.7323657633,6.9097385263,7.0440201916,7.2735030993,6.7343243667,6.8060639456,7.1123352723,6.8287703041,6.793589874,UDHR,-1.6867116583
lit,lit-x-udhr.csv,8.3741889577,8.7735927861,8.6841055904,8.8615764226,8.3754628212,8.4166430509,9.2367425849,8.9650320878,8.5204677158,UDHR,1.0097616283
lnc,lnc-x-udhr.csv,7.6618501206,7.9258365452,8.0135292213,8.2460305568,7.6633857003,7.7205796134,8.1967144337,7.7321438614,7.766687621,UDHR,-0.1672457086
lns,lns-x-udhr.csv,7.535786152,7.7220532476,7.797804669,7.9856710555,7.5370913821,7.5901297697,7.8593122224,7.5869727511,7.6656887022,UDHR,-0.3249528028
lot,lot-x-udhr.csv,7.4700045848,7.7231380036,7.7928231022,8.0070364934,7.4717558649,7.5310322431,7.9494876659,7.5245742771,7.6076387587,UDHR,-0.4155962277
loz,loz-x-udhr.csv,6.9276497438,7.1060765137,7.2318899636,7.4541682106,6.9294587684,6.9975887448,7.3217312957,7.0180232419,7.014660805,UDHR,-1.3415153477
ltz,ltz-x-udhr.csv,7.9444412166,8.2132221558,8.2600021226,8.4659720277,7.9457553359,7.9956296878,8.4268826721,8.6835565252,8.0811827442,UDHR,0.3238299645
lua,lua-x-udhr.csv,7.5783083433,7.833530877,7.9018750734,8.1168900035,7.5799160213,7.636700797,8.0547011517,8.346874562,7.6865434546,UDHR,-0.292388668
lue,lue-x-udhr.csv,8.3422743237,8.7354050755,8.5797603932,8.7138444936,8.3434772245,8.3786164796,9.070742412,8.7508968234,8.5504168856,UDHR,1.0565264511
lug,lug-x-udhr.csv,8.3438551911,8.7403405303,8.6375356561,8.8052740459,8.3451414396,8.3855000131,9.1599032648,8.8938937805,8.5049600092,UDHR,0.9855467617
lun,lun-x-udhr.csv,8.0302273362,8.4179838699,8.28159946,8.4246378178,8.0317415074,8.0722291143,8.7523816788,8.4773103261,8.2152933981,UDHR,0.5332401422
lus,lus-x-udhr.csv,7.7668899508,8.0078855997,8.0804240346,8.2933684533,7.7682019497,7.8202081796,8.2343098631,8.5485680892,7.849266533,UDHR,-0.0383009593
mad,mad-x-udhr.csv,7.8113910319,8.1042038364,8.1170266983,8.3108757024,7.8129311783,7.863845347,8.3475991387,8.4912187772,7.962835485,UDHR,0.1390339035
mag,mag-x-udhr.csv,7.3184207001,7.5580074304,7.6500275594,7.8761418243,7.3201781064,7.3817549262,7.8041701061,7.3878183477,7.3911160071,UDHR,-0.7536906785
mah,mah-x-udhr.csv,6.8235482146,6.9518038762,7.0580106381,7.2401839435,6.8250601279,6.8886644274,7.078029033,6.8958937382,6.9152142307,UDHR,-1.4967984978
mai,mai-x-udhr.csv,8.1632819751,8.4968281363,8.4285992838,8.5883809248,8.1645722633,8.2057756631,8.7266770978,8.6892711795,8.3435673905,UDHR,0.73353653
mal,mal-x-udhr.csv,8.813925075,9.3817496538,8.926422428,8.9788537924,8.8145603261,8.8298039913,10.388770614,9.0578802452,9.0794847838,UDHR,1.882651739
mam,mam-x-udhr.csv,7.308181249,7.5537594577,7.6122301882,7.8162991315,7.3100659137,7.3702285375,7.794899691,8.047308383,7.4340858674,UDHR,-0.6865943978
mar,mar-x-udhr.csv,8.5744990802,8.9593660687,8.8438036847,8.998418841,8.5755526485,8.6111415883,9.2791751308,9.0707117417,8.7420145892,UDHR,1.3557011101
maz,maz-x-udhr.csv,6.6529601136,6.8314199885,6.949077682,7.1640698316,6.6552279915,6.7298927381,7.0253658486,6.7374052574,6.7558055448,UDHR,-1.7457108718
mcd,mcd-x-udhr.csv,8.1915380343,8.6146068332,8.3751770827,8.4734791589,8.1927746893,8.2229669979,8.9375333797,8.4463264002,8.5086420992,UDHR,0.9912962461
mcf,mcf-x-udhr.csv,7.6220053328,7.8270198913,7.9375946326,8.160420337,7.6232847095,7.6787314281,8.0163866337,7.702741088,7.7202890809,UDHR,-0.2396957805
men,men-x-udhr.csv,7.4166630551,7.6354935771,7.7240299185,7.9367062874,7.4182577308,7.4771954813,7.827483347,7.4814497098,7.5386602973,UDHR,-0.5233042392
mic,mic-x-udhr.csv,7.4303932649,7.7674653321,7.8525663382,8.112705513,7.4325576825,7.4990906613,8.2701168796,8.3801690578,7.5311820651,UDHR,-0.5349812976
min,min-x-udhr.csv,7.748280377,8.0228650806,8.0447516672,8.2362458445,7.7498163511,7.8012705637,8.2355899762,8.4236286777,7.9031960514,UDHR,0.0459085326
miq,miq-x-udhr.csv,7.4760343509,7.6748526045,7.7349249734,7.9173086599,7.4774744087,7.5310749021,7.8012355155,7.5157988688,7.6143395841,UDHR,-0.4051330691
mkd,mkd-x-udhr.csv,7.8046263504,8.0966964304,8.1488618991,8.3697837706,7.8061364682,7.8598312796,8.4053497306,8.6005535697,7.9105274871,UDHR,0.0573563722
mlt,mlt-x-udhr.csv,8.1683559248,8.5116617672,8.4668138135,8.6467196793,8.1696806388,8.2134718831,8.8062668636,8.7779140616,8.3074544454,UDHR,0.6771471379
mly,mly-x-udhr-arab.csv,7.7379925032,8.0011654447,8.0344750455,8.2287034171,7.7394859112,7.7912040507,8.2180227373,8.4290593866,7.8821983579,UDHR,0.0131211992
mly,mly-x-udhr-latn.csv,7.8528204596,8.13537594,8.1449225868,8.3318266178,7.8542763669,7.9034606012,8.353814079,8.5061531184,8.0051867207,UDHR,0.2051642186
mos,mos-x-udhr.csv,7.2533127749,7.4331269394,7.5619286135,7.7881594993,7.2547231198,7.3155249667,7.6488416573,7.3456357706,7.3265905367,UDHR,-0.8544454644
mri,mri-x-udhr.csv,6.7068930337,6.8115057706,6.9322903371,7.1140676565,6.708180432,6.7717297803,6.9219421519,6.7905393592,6.7672487279,UDHR,-1.7278426492
mxi,mxi-x-udhr.csv,7.6841874507,7.9464095808,8.0223103828,8.2455976104,7.6857124334,7.7417393946,8.2001642799,7.7804510669,7.8058609329,UDHR,-0.106077636
mxv,mxv-x-udhr.csv,7.1229097706,7.3842071383,7.4638204007,7.6887295161,7.1251732915,7.1929196115,7.6754546105,7.1866304562,7.2580410044,UDHR,-0.9614837147
mya,mya-x-udhr.csv,9.0471956582,9.5656863539,9.2273053479,9.3174603669,9.0479182661,9.069381346,10.3121755524,9.2624803122,9.3052394225,UDHR,2.2351615332
mzi,mzi-x-udhr.csv,8.1325270022,8.5202335097,8.4306646475,8.6023069435,8.1340049506,8.1778017922,8.9261824122,8.7000180015,8.297025611,UDHR,0.6608627936
nav,nav-x-udhr.csv,8.0709738244,8.459713258,8.4529633843,8.6761956894,8.0725476705,8.1238146183,9.0026359058,8.8561169585,8.1842373336,UDHR,0.4847469331
nba,nba-x-udhr.csv,7.6287716497,7.8772201108,7.9497153399,8.1651918421,7.630276346,7.6857145277,8.1080761656,7.9846190975,7.7374850431,UDHR,-0.2128447482
nbl,nbl-x-udhr.csv,8.531296946,8.9967928548,8.7332268731,8.8391261375,8.5323548784,8.5607405413,9.5159592188,8.8146504298,8.7734672482,UDHR,1.4048135909
ndo,ndo-x-udhr.csv,8.1250471125,8.4850892199,8.4299066038,8.6104564888,8.1264688573,8.1713462774,8.8334579053,8.7340933862,8.2768039839,UDHR,0.6292872669
nds,nds-x-udhr.csv,7.3161116787,7.5049338528,7.6139798637,7.8286872642,7.3175762224,7.3770456317,7.6803961293,7.3938198217,7.4053481325,UDHR,-0.7314675976
nep,nep-x-udhr.csv,8.1931492422,8.5550753419,8.4850283821,8.6575315316,8.1944932859,8.2371167596,8.9138497179,8.7680711097,8.3487284879,UDHR,0.7415954447
nhn,nhn-x-udhr.csv,7.6621191506,7.8856516529,7.9843258881,8.2063044649,7.6634819514,7.7190759873,8.0908906688,7.7356943095,7.7835216474,UDHR,-0.1409598293
njo,njo-x-udhr.csv,7.7358760679,8.0354125508,7.9985963264,8.1620176956,7.7375131391,7.7854396619,8.2470202942,8.2843362071,7.9439390193,UDHR,0.1095275808
nld,nld-x-udhr.csv,7.6248699214,7.8766958461,7.9600192658,8.1845273058,7.6263913883,7.6830600303,8.1437640197,7.689468975,7.740902495,UDHR,-0.207508489
nno,nno-x-udhr.csv,7.754393914,8.0190242366,8.0610089452,8.2617101029,7.7558796406,7.8082723747,8.2380087779,8.472418033,7.8965082514,UDHR,0.0354657129
nob,nob-x-udhr.csv,7.7960528307,8.0835030124,8.1146948347,8.3184914947,7.7975876509,7.8499524113,8.3457824312,8.5197001553,7.9369080847,UDHR,0.0985489656
not,not-x-udhr.csv,7.3975762033,7.697943132,7.7131905251,7.9119371602,7.3996717377,7.4587373817,7.9894989325,8.0960312317,7.547468897,UDHR,-0.5095498478
nso,nso-x-udhr.csv,7.0468878251,7.2296189814,7.3754407975,7.6152749758,7.0485156835,7.1152767115,7.4466898861,7.1533496227,7.1194906776,UDHR,-1.1778263222
nya,nya-x-udhr-chechewa.csv,7.7221001803,8.0146365803,8.0267715111,8.2209669506,7.7237075457,7.775531396,8.2697012501,8.4044151486,7.8314674863,UDHR,-0.0660936919
nya,nya-x-udhr-chinyanja.csv,7.5442236401,7.7916232975,7.8340075514,8.0267636455,7.5458646885,7.6007404923,7.9770429832,8.2347126614,7.6964343506,UDHR,-0.2769443
nym,nym-x-udhr.csv,7.3595443431,7.685891911,7.6418669542,7.8139838792,7.3617892103,7.4172036448,7.9951581026,7.9392125122,7.5292483136,UDHR,-0.5380007985
nyn,nyn-x-udhr.csv,8.4795331076,8.9305752379,8.7104376987,8.8342809243,8.4806855,8.5127650542,9.447047467,8.839580765,8.6916979384,UDHR,1.2771330137
nzi,nzi-x-udhr.csv,7.251396741,7.4240682951,7.5179204336,7.7130605264,7.2528652517,7.3113774417,7.5809007773,7.3158620009,7.3685049943,UDHR,-0.7889971666
ojb,ojb-x-udhr.csv,8.0804581663,8.501088084,8.3288240551,8.4652107311,8.0819915436,8.1211512606,8.9118429186,8.4956903563,8.3202790927,UDHR,0.6971724796
oss,oss-x-udhr.csv,7.8188084843,8.161064861,8.1039171469,8.2751657932,7.8204922847,7.8683453009,8.4798396744,8.3916453725,7.9939184571,UDHR,0.1875691281
ote,ote-x-udhr.csv,6.2783965887,6.4327505517,6.5861995805,6.8187576836,6.2807726681,6.3639712832,6.6471196916,6.3891595693,6.3510686898,UDHR,-2.377696581
pam,pam-x-udhr.csv,7.5073685586,7.7592224359,7.8602246626,8.0963598547,7.5090195985,7.569542904,8.0264577084,7.5866361402,7.6211007764,UDHR,-0.3945756492
pan,pan-x-udhr.csv,7.8585018148,8.0971678512,8.1559899664,8.3569382394,7.8597671921,7.9097827332,8.3041170368,8.1888735155,7.9928844049,UDHR,0.1859544835
pau,pau-x-udhr.csv,6.6947624053,6.874886373,7.045645027,7.3035197156,6.6967149477,6.7724592596,7.1289667886,6.8207649225,6.7571925488,UDHR,-1.7435451023
pbb,pbb-x-udhr.csv,8.487831077,8.8708581523,8.7473298256,8.8959269532,8.4889401502,8.5247779317,9.1834492378,8.9587196857,8.6870394952,UDHR,1.26985898
pcd,pcd-x-udhr.csv,8.167032141,8.4479733676,8.4600668431,8.6476955527,8.1682035549,8.2128290047,8.6303273847,8.8237380585,8.3289183551,UDHR,0.7106624554
pcm,pcm-x-udhr.csv,6.9286378152,7.0264204791,7.1148603805,7.2656379975,6.9297743425,6.9857562456,7.1062293149,6.9869836101,7.0151246945,UDHR,-1.3407909967
pes,pes-x-udhr-1.csv,7.9748887271,8.2592754002,8.2821758048,8.4799442964,7.9762115122,8.0243211494,8.5192610261,8.6746790002,8.0900969639,UDHR,0.3377492787
pes,pes-x-udhr-2.csv,7.9219853019,8.1956161468,8.22969272,8.4299150981,7.9233220778,7.9725248988,8.4294501147,8.6355952119,8.039708734,UDHR,0.2590694135
pis,pis-x-udhr.csv,6.7904426979,6.9470181306,7.039047041,7.2249861968,6.7922922128,6.8579746694,7.0927469825,6.8523518544,6.8888340821,UDHR,-1.53799039
plt,plt-x-udhr.csv,7.7195000332,8.0131711582,8.0482792423,8.2579257126,7.7211267312,7.7752972952,8.2945760908,8.4666923998,7.8298413523,UDHR,-0.0686328563
pnb,pnb-x-udhr.csv,7.8057062872,8.0407002438,8.0998623705,8.299562506,7.8069984418,7.8575443544,8.2487808194,7.9781535788,7.9363126472,UDHR,0.0976192059
pol,pol-x-udhr.csv,8.1934112942,8.5431555465,8.4987943699,8.6818591127,8.1947374741,8.2387369325,8.8933381692,8.8148673857,8.3448288969,UDHR,0.7355063383
pon,pon-x-udhr.csv,7.2851069026,7.4775242858,7.5747635797,7.781545488,7.2866741938,7.3467017688,7.6326450438,7.3541018813,7.3974748811,UDHR,-0.7437614679
por,por-x-udhr-brasil.csv,7.7453215408,8.0133967895,8.0579247622,8.2623419213,7.7468199963,7.7996397804,8.248384206,8.4783304739,7.8780277221,UDHR,0.0066088636
por,por-x-udhr-portugal.csv,7.8596334725,8.1396174157,8.1860479255,8.3968068323,7.8610675386,7.9130267074,8.3790219955,8.6154184397,7.9863732116,UDHR,0.1757874303
pov,pov-x-udhr.csv,7.2102073216,7.4184837184,7.5292609152,7.7542060431,7.2119109678,7.2752375426,7.6361416833,7.2911985162,7.2989464338,UDHR,-0.8976109873
ppl,ppl-x-udhr.csv,6.8591197823,7.0265314935,7.1322722806,7.3330974682,6.8610088614,6.9286753689,7.1791478923,6.9331525261,6.9746435345,UDHR,-1.4040012389
prq,prq-x-udhr.csv,7.2983449072,7.651518835,7.5226143101,7.6532168217,7.3006576904,7.3486587155,7.9361159647,7.6977704797,7.5419253181,UDHR,-0.5182059971
prv,prv-x-udhr.csv,7.8467993532,8.1204139299,8.1628161541,8.368221719,7.8482193178,7.8995666341,8.367912133,8.5819946512,7.9768001067,UDHR,0.1608392846
quc,quc-x-udhr.csv,7.2865998182,7.4785409845,7.5808117028,7.7916905919,7.2881297168,7.348008063,7.6398177597,7.3592829843,7.3727292107,UDHR,-0.7824011664
qud,qud-x-udhr.csv,8.0092328562,8.3999242789,8.2409556819,8.3720253985,8.010725543,8.0491157343,8.75464275,8.4055560617,8.220996897,UDHR,0.5421460023
qug,qug-x-udhr.csv,8.4498575185,8.8492761455,8.7241228912,8.8796823218,8.4510368033,8.4883270055,9.2395832656,8.9482503563,8.6256109163,UDHR,1.1739399069
quy,quy-x-udhr.csv,8.3068829294,8.7112747211,8.5729342219,8.7219836728,8.3081977024,8.3466444358,9.0888237257,8.7769525156,8.5246888864,UDHR,1.0163528726
quz,quz-x-udhr.csv,8.5073012443,8.9962359941,8.6900802203,8.7829833295,8.5083464743,8.5346306075,9.5745728893,8.7343434545,8.7985933802,UDHR,1.44404737
qva,qva-x-udhr.csv,8.5503372731,8.9186401647,8.8266082244,8.98764079,8.5513961211,8.5882219331,9.2264198679,9.0754997866,8.7406886786,UDHR,1.3536307364
qvc,qvc-x-udhr.csv,8.3267968667,8.7435572389,8.5517044596,8.6755256959,8.328020583,8.3616227589,9.1463296765,8.689624823,8.5524893421,UDHR,1.0597625362
qvh,qvh-x-udhr.csv,7.7911789709,8.0631352774,8.0765827861,8.2617732883,7.7926418499,7.8421184835,8.3008215318,8.4410003852,7.9343128266,UDHR,0.0944965399
qvm,qvm-x-udhr.csv,8.3753839399,8.7670110453,8.6368402968,8.7850166827,8.3766079106,8.4139474689,9.1133648243,8.8431876025,8.5987360528,UDHR,1.1319755306
qvn,qvn-x-udhr.csv,8.6287293051,9.0319783827,8.8743816119,9.0117029915,8.6297471757,8.6625231478,9.3750236098,9.0496060465,8.8548987433,UDHR,1.5319666795
qwh,qwh-x-udhr.csv,8.2401355362,8.616106487,8.512808581,8.6701331811,8.2414651236,8.2817981448,8.941034264,8.7484967448,8.4497981415,UDHR,0.8994129894
qxa,qxa-x-udhr.csv,8.6506090581,9.0525264026,8.9267597819,9.0825693108,8.6516491208,8.6868777039,9.4321128993,9.1494515359,8.852283908,UDHR,1.5278836845
qxn,qxn-x-udhr.csv,8.2732969437,8.6170076358,8.5648491802,8.7393856767,8.274543029,8.3166067298,8.8969637989,8.8594161655,8.4437655034,UDHR,0.8899931874
qxu,qxu-x-udhr.csv,8.2767341717,8.6978120325,8.49506053,8.6141018186,8.2779975037,8.3114479666,9.0754922831,8.6189717168,8.5297900631,UDHR,1.0243182228
rar,rar-x-udhr.csv,6.4044289834,6.5047572477,6.6193371444,6.7942922699,6.4059424978,6.4741413486,6.6199029796,6.4829062669,6.4608590185,UDHR,-2.2062619367
rmn,rmn-x-udhr-1.csv,7.8846287444,8.1827579219,8.2132590208,8.4219769521,7.8860963831,7.9373737918,8.4775901657,8.6265469,8.0115109064,UDHR,0.2150392644
rmn,rmn-x-udhr-2.csv,7.961160447,8.2632632547,8.2843715254,8.4884753509,7.9625692144,8.012164674,8.5498640184,8.6823065401,8.0875616901,UDHR,0.3337905169
rmy,rmy-x-udhr.csv,8.0895792784,8.426091681,8.3986562731,8.5859739227,8.0909818271,8.1371977315,8.7394301899,8.7311498439,8.2503004914,UDHR,0.5879027765
roh,roh-x-udhr.csv,7.9076568901,8.1782198259,8.2227548298,8.4281581687,7.909007992,7.9593451689,8.4033182432,8.6438742779,8.0392639873,UDHR,0.2583749535
ron,ron-x-udhr-1953.csv,8.0493682937,8.3502512167,8.372400826,8.5764159599,8.0506950833,8.0989986687,8.6199529497,8.7702751543,8.1851979222,UDHR,0.4862468663
ron,ron-x-udhr-1993.csv,8.0493682937,8.3502512167,8.372400826,8.5764159599,8.0506950833,8.0989986687,8.6199529497,8.7702751543,8.1851979222,UDHR,0.4862468663
ron,ron-x-udhr-2006.csv,8.0645471271,8.3680172533,8.3863134704,8.589027525,8.0658663848,8.1137630401,8.6416036214,8.779309374,8.1994973095,UDHR,0.5085749749
run,run-x-udhr.csv,8.4900512774,8.8872956794,8.7250582375,8.85708488,8.4911385215,8.5243505965,9.1984190051,8.8895992939,8.6948260724,UDHR,1.2820175108
rus,rus-x-udhr.csv,8.2627292884,8.6231258205,8.578799911,8.7669059327,8.2640191111,8.3076768047,9.0057675255,8.9038205887,8.3985859474,UDHR,0.8194465263
sag,sag-x-udhr.csv,6.4206842543,6.5742037966,6.7521861631,7.0049022619,6.422620421,6.5013828733,6.8115607282,6.5502234373,6.4625427418,UDHR,-2.2036328481
sah,sah-x-udhr.csv,8.4229866482,8.8124763102,8.6902371691,8.8426860614,8.4241668632,8.4613662199,9.15998549,8.9093237165,8.6110133266,UDHR,1.1511461633
san,san-x-udhr.csv,8.5242134791,9.0178136866,8.7446268982,8.8583842601,8.5253529655,8.5553868045,9.6939703125,8.8390253873,8.7361660235,UDHR,1.3465687322
sco,sco-x-udhr.csv,7.48698852,7.7329710426,7.812485229,8.0317194876,7.4886329291,7.5471080545,7.9806641158,7.5476965402,7.5947811407,UDHR,-0.4356730522
sey,sey-x-udhr.csv,7.8494795409,8.1559691326,8.1271210926,8.298677036,7.8510397024,7.8988493191,8.3664502662,8.4303565707,8.0606243694,UDHR,0.2917286154
shk,shk-x-udhr.csv,7.5694501972,7.8143271777,7.8402691912,8.020576562,7.5710371912,7.6233989254,7.967600055,8.2081101823,7.7041446839,UDHR,-0.2649048221
shp,shp-x-udhr.csv,8.2238148817,8.4948622967,8.5449023885,8.7545680855,8.2248921629,8.2705371366,8.7082965176,8.9783872465,8.326134977,UDHR,0.7063162854
shp,shp-x-udhr.csv,8.2238148817,8.4948622967,8.5449023885,8.7545680855,8.2248921629,8.2705371366,8.7082965176,8.9783872465,8.326134977,UDHR,0.7063162854
skr,skr-x-udhr.csv,7.9799688995,8.2520121526,8.2872647629,8.4868210626,7.981267109,8.029921721,8.4792918473,8.6904581013,8.1310959935,UDHR,0.4017681603
slv,slv-x-udhr.csv,8.2883060291,8.6438436124,8.5807202544,8.754647413,8.2895509008,8.3310261483,8.9864032836,8.870243081,8.4410365799,UDHR,0.8857320467
sme,sme-x-udhr.csv,8.3621204788,8.7502979573,8.6481708205,8.8125064664,8.3633669117,8.4029430977,9.1278950687,8.8988463313,8.5195666265,UDHR,1.0083546016
smo,smo-x-udhr.csv,6.579669316,6.7068525832,6.8538598794,7.0694273226,6.5812403782,6.6517769447,6.8756575268,6.6838028872,6.6394818518,UDHR,-1.9273471886
sna,sna-x-udhr.csv,8.5434007212,8.9643551566,8.7918813784,8.9292041674,8.5445007197,8.5780637997,9.3773813823,8.9627774371,8.7372464871,UDHR,1.348255847
snk,snk-x-udhr.csv,7.2764476103,7.4927403753,7.5575028659,7.7518145507,7.2782097091,7.3374210647,7.6647378483,7.3218177568,7.4086546764,UDHR,-0.7263045183
