iso,filename,H_ML,H_MM,H_Jeff,H_Lap,H_SG,H_minmax,H_CS,H_NSB,H_shrink,Corpus,H_scaled
aai,aai-x-bible.csv,9.3494277325,9.4370426023,9.6393889211,9.8832080964,9.349532549,9.3726949076,9.575715415,9.4966065476,9.3636042652,PBC,0.1743754262
ban,ban-x-bible.csv,9.3499050405,9.4246943515,9.5870796917,9.7903137858,9.3500044594,9.3719674979,9.5292106394,9.4661026805,9.3642828086,PBC,0.1749620642
mit,mit-x-bible.csv,9.3648379269,9.4435369414,9.6195039632,9.8361183685,9.3649397883,9.3874426879,9.5592906342,9.4917023669,9.3787777291,PBC,0.1874937182
cbc,cbc-x-bible.csv,9.3694470319,9.4764517231,9.7318019609,10.0292185305,9.3695556727,9.3935747222,9.6652721708,9.5578869456,9.3802317127,PBC,0.1887507668
deu,deu-x-bible-volxbibel.csv,9.362682166,9.4413090457,9.6193068152,9.8374015436,9.3627849579,9.385492134,9.5575420407,9.4912541892,9.38155324,PBC,0.1898932997
are,are-x-bible.csv,9.3673866522,9.4438350624,9.6132694697,9.8230703318,9.3674877254,9.3898149284,9.5547355309,9.4892289644,9.3847159393,PBC,0.1926276268
kew,kew-x-bible.csv,9.3672818838,9.4473370317,9.630707405,9.8539415496,9.3673856816,9.3903149628,9.568460489,9.5001139311,9.3863774926,PBC,0.1940641307
zpc,zpc-x-bible.csv,9.3732223735,9.459495537,9.6577134747,9.8971988507,9.3733267506,9.3963904741,9.5972717941,9.5172774907,9.3883872016,PBC,0.1958016344
deu,deu-x-bible-freebible.csv,9.388951414,9.4832603888,9.6991246868,9.958091069,9.3890559593,9.4121642971,9.6400169799,9.5463387334,9.3994877102,PBC,0.2053986331
deu,deu-x-bible-interlinear.csv,9.3889009297,9.4735727017,9.6632007607,9.8949556245,9.3890032586,9.4116152366,9.6063645458,9.5260714499,9.4028132564,PBC,0.2082737503
tim,tim-x-bible.csv,9.3869132214,9.458009233,9.6106082807,9.8027998007,9.3870117365,9.4087690089,9.5544517403,9.4958937422,9.4038607434,PBC,0.2091793603
aey,aey-x-bible.csv,9.3951105206,9.485452084,9.6903383007,9.9378466734,9.3952141797,9.4181231545,9.625347539,9.544102688,9.4071425382,PBC,0.2120166519
por,por-x-bible-almeidaatualizada.csv,9.3968305714,9.50285423,9.7502933072,10.04115191,9.3969373691,9.4205498664,9.6909708705,9.5788258601,9.4071947847,PBC,0.2120618219
cym,cym-x-bible.csv,9.399147646,9.4846129002,9.6734464127,9.9051710609,9.3992490252,9.4216527383,9.6194508626,9.5355450992,9.4101951432,PBC,0.2146557964
tku,tku-x-bible.csv,9.4044117063,9.5238091479,9.8078707851,10.1345556832,9.4045208958,9.4286682671,9.7512757884,9.6152644876,9.4148853686,PBC,0.2187107536
big,big-x-bible.csv,9.3973188745,9.4640290932,9.606361703,9.78668595,9.3974167937,9.4190355251,9.5510261253,9.498734809,9.4172188763,PBC,0.220728199
kgk,kgk-x-bible.csv,9.404867055,9.4895676809,9.6802928428,9.9126275766,9.4049698697,9.4276872716,9.6166642998,9.5430782306,9.4216301508,PBC,0.2245419879
deu,deu-x-bible-luther1912.csv,9.4102729034,9.4998354115,9.7006265668,9.9445200421,9.4103756201,9.4330770579,9.6439359856,9.5559518663,9.4221370527,PBC,0.2249802324
fra,fra-x-bible-perret.csv,9.4148852939,9.523650073,9.7771098761,10.0742376557,9.414992157,9.4386206787,9.7229271582,9.6015641028,9.4250013836,PBC,0.2274566036
deu,deu-x-bible-tafelbibel.csv,9.4170689183,9.5137150591,9.7339135709,9.9975960783,9.4171733106,9.4402488607,9.6756214599,9.5778295221,9.427163091,PBC,0.2293255182
por,por-x-bible-versaointernacional.csv,9.4174875008,9.5109308586,9.7209939195,9.9747626815,9.4175906626,9.4403931221,9.6657033881,9.5702781233,9.4294551239,PBC,0.2313071064
des,des-x-bible.csv,9.4153750603,9.5095974734,9.7256724562,9.9843441662,9.4154798418,9.4386384856,9.6614061668,9.5731404028,9.4295310625,PBC,0.2313727595
khz,khz-x-bible.csv,9.4200862904,9.5149723432,9.7323011859,9.9923295819,9.4201910355,9.4433419112,9.6669483975,9.5788292955,9.4330542952,PBC,0.2344187875
mkd,mkd-x-bible-2004.csv,9.4228774392,9.5238372381,9.7537180839,10.0277799064,9.4229820394,9.4461066253,9.6950528873,9.5910505088,9.4333680842,PBC,0.2346900753
fra,fra-x-bible-louissegond.csv,9.4211202575,9.5202911146,9.746890524,10.0172578807,9.4212250078,9.4443815249,9.688673142,9.5868015867,9.4335144326,PBC,0.2348166015
tuf,tuf-x-bible.csv,9.4162834311,9.4787665534,9.6045527603,9.7682804778,9.4163771647,9.4370707786,9.553317173,9.5048524839,9.4346009393,PBC,0.2357559462
gnn,gnn-x-bible.csv,9.4261995965,9.5280538664,9.7611868117,10.0382347271,9.4263046725,9.4495343561,9.6979724385,9.5969884173,9.4378203027,PBC,0.2385392624
prs,prs-x-bible-goodnews.csv,9.428355641,9.5134169406,9.6953260806,9.92134811,9.4284546576,9.450337826,9.6373437311,9.5591285081,9.4386767269,PBC,0.2392796882
deu,deu-x-bible-elberfelder1871.csv,9.4286359061,9.5253253278,9.7446334386,10.0076402374,9.4287399633,9.4517416881,9.6889528786,9.5886684839,9.4390949424,PBC,0.2396412584
deu,deu-x-bible-elberfelder1905.csv,9.4293019138,9.5263952901,9.7469200186,10.011072495,9.4294061163,9.452439848,9.6872744132,9.5903161517,9.4396962636,PBC,0.2401611336
npl,npl-x-bible.csv,9.4294197332,9.5416036996,9.8040019755,10.1098269419,9.4295271484,9.4532787465,9.7461159284,9.6232078943,9.4400675694,PBC,0.2404821478
zad,zad-x-bible.csv,9.4305695593,9.5264077909,9.7426162955,10.0025674341,9.4306731844,9.4535786075,9.6787963368,9.5882050228,9.4409883021,PBC,0.2412781717
deu,deu-x-bible-luther1545.csv,9.4330685865,9.5225445329,9.72116836,9.9631700123,9.4331706053,9.4557176177,9.6614718504,9.5770507761,9.4448669732,PBC,0.2446314957
nhi,nhi-x-bible.csv,9.436142339,9.5500863934,9.8153415794,10.1243675733,9.436249503,9.4599465973,9.7595990669,9.6321297471,9.4452665572,PBC,0.244976958
ssx,ssx-x-bible.csv,9.4281797348,9.4980206017,9.6459562278,9.8331363271,9.4282773554,9.4498341414,9.5863421325,9.5336993147,9.4460516006,PBC,0.2456556711
viv,viv-x-bible.csv,9.4349268659,9.5353817216,9.7669546648,10.0416904856,9.4350324416,9.4583706474,9.7074088185,9.6046909069,9.4502288329,PBC,0.2492671176
pes,pes-x-bible-2007.csv,9.4402342872,9.5262766194,9.7104671637,9.9388912779,9.4403334551,9.4622503429,9.6535063225,9.572784935,9.45058776,PBC,0.2495774298
swe,swe-x-bible-folk1998.csv,9.4436361647,9.538680914,9.7535810357,10.0119598338,9.4437399086,9.4666709817,9.6972680303,9.6003057712,9.4582735637,PBC,0.2562222287
jav,jav-x-bible-1981.csv,9.4469179196,9.5388031668,9.7428160387,9.9905980007,9.4470201217,9.4696090447,9.6836327128,9.5950497723,9.4603416797,PBC,0.2580102285
kbp,kbp-x-bible.csv,9.453883617,9.5542951919,9.778028592,10.0468042318,9.4539866066,9.4767550805,9.7162491032,9.6171704599,9.4620858783,PBC,0.2595181839
cax,cax-x-bible-2002.csv,9.4442091635,9.5192581595,9.6796137049,9.8807625181,9.4443076588,9.4660638268,9.619848494,9.5590257746,9.463642689,PBC,0.2608641321
aso,aso-x-bible.csv,9.4544951628,9.5398161475,9.7265512928,9.9560128284,9.4545959826,9.4768738611,9.6625935114,9.589442025,9.4662916493,PBC,0.2631543036
gwi,gwi-x-bible.csv,9.4570039562,9.5453546005,9.7419016046,9.9810736117,9.4571061731,9.4796939034,9.6769946351,9.5996365886,9.4719909314,PBC,0.2680816457
jav,jav-x-bible-2006.csv,9.463100289,9.5522011348,9.7464542549,9.9846614821,9.4632010037,9.4854599386,9.6880575798,9.6036084847,9.4765622971,PBC,0.2720338422
alq,alq-x-bible.csv,9.4648835977,9.5824776705,9.8561965987,10.1736829616,9.4649910044,9.4887433389,9.8025800917,9.6675587149,9.476743188,PBC,0.2721902323
fra,fra-x-bible-semeur.csv,9.4651581407,9.5606068446,9.7732812739,10.0301357433,9.4652608376,9.4879612039,9.7147472836,9.6199890913,9.4791115236,PBC,0.2742377883
cuc,cuc-x-bible.csv,9.4701318232,9.563301069,9.7711834801,10.0225281925,9.470234544,9.4929374141,9.7102124751,9.6214327397,9.4837637805,PBC,0.2782599197
gvn,gvn-x-bible.csv,9.4693085884,9.5471564128,9.7129360194,9.9203031022,9.4694070644,9.49116097,9.652372393,9.5882284884,9.4851967997,PBC,0.2794988434
tbz,tbz-x-bible.csv,9.4726747251,9.5607512574,9.7539515198,9.9903332611,9.4727758953,9.4951329373,9.6879659814,9.6125926142,9.4870868891,PBC,0.2811329294
fra,fra-x-bible-crampon.csv,9.4760247516,9.5811395123,9.8201396927,10.103448473,9.4761295956,9.499309194,9.7594751302,9.6514400566,9.4884035103,PBC,0.2822712206
deu,deu-x-bible-luther1545letztehand.csv,9.4845263115,9.5770174906,9.7801295029,10.0273533223,9.4846278135,9.507061842,9.7178411387,9.6319763798,9.4961926205,PBC,0.2890053337
cax,cax-x-bible-1980.csv,9.4768688446,9.5578473172,9.7330288626,9.9501184484,9.4769686121,9.4990100094,9.6730667974,9.6030344581,9.4962933595,PBC,0.2890924281
deu,deu-x-bible-konkordant.csv,9.4851909842,9.5737724598,9.7682739383,10.005983445,9.4852922634,9.5076736772,9.7095196545,9.6261291525,9.5013047363,PBC,0.2934250383
dan,dan-x-bible-1931.csv,9.4887900367,9.5889563534,9.8134240542,10.0823347621,9.4888934907,9.511763356,9.7557686769,9.6528370233,9.5020747401,PBC,0.2940907488
rro,rro-x-bible.csv,9.487201024,9.5691893832,9.7445823454,9.9625950967,9.4873000543,9.5091802577,9.6850429868,9.6133862816,9.503154131,PBC,0.2950239415
spl,spl-x-bible.csv,9.5031261215,9.5747847841,9.7213033321,9.9084984196,9.5032215205,9.5242904422,9.6654946455,9.6073196978,9.520896259,PBC,0.3103629846
ken,ken-x-bible.csv,9.5052824367,9.5790474341,9.7299390543,9.9223053245,9.5053779618,9.5264775081,9.6714982187,9.6126901206,9.5210714367,PBC,0.3105144353
kng,kng-x-bible.csv,9.5116280013,9.6085626811,9.8243985927,10.0840157638,9.5117309006,9.5344742485,9.7585956485,9.6692072309,9.5237719103,PBC,0.3128491429
sda,sda-x-bible.csv,9.5239672346,9.6323280591,9.8755732889,10.1637995717,9.524071395,9.5471010704,9.8124525029,9.7027213791,9.535184817,PBC,0.3227162269
ron,ron-x-bible-2006.csv,9.5245795909,9.6098140139,9.7905772809,10.015016663,9.5246782379,9.546476404,9.7313836617,9.654779294,9.5401337479,PBC,0.3269948492
crx,crx-x-bible.csv,9.5294646333,9.6446205515,9.9086683858,10.2164886832,9.5295709073,9.5530694952,9.8405643034,9.7248540732,9.5402842984,PBC,0.3271250083
ppk,ppk-x-bible.csv,9.5354072413,9.6367998488,9.8581951719,10.1252469268,9.5355089306,9.5579895212,9.7964380785,9.696943122,9.5449779799,PBC,0.3311829535
plt,plt-x-bible-romancatholic.csv,9.5359373785,9.649809298,9.9060129996,10.2074276038,9.5360420658,9.5591908815,9.8410368402,9.7248440365,9.5456176814,PBC,0.3317360106
fra,fra-x-bible-pirotclamer.csv,9.536046449,9.6455902835,9.8916418103,10.1826576652,9.5361507452,9.559210834,9.830437643,9.7170318863,9.5484429739,PBC,0.3341786309
ell,ell-x-bible-hellenic2.csv,9.5356914564,9.6421767774,9.8797382901,10.1624230412,9.5357950401,9.5586964302,9.8240892164,9.7099768252,9.5494391276,PBC,0.3350398605
csk,csk-x-bible.csv,9.5437449383,9.6526828408,9.8920806295,10.1777154061,9.5438475612,9.5665384881,9.8330859861,9.7192933554,9.5494769599,PBC,0.3350725686
deu,deu-x-bible-hoffnung.csv,9.531969132,9.6117213139,9.7782336595,9.9874112825,9.5320663935,9.5535541956,9.7240487408,9.6512954569,9.5501017439,PBC,0.3356127286
deu,deu-x-bible-genfer2011.csv,9.5347043511,9.6195925273,9.7997326656,10.0233183502,9.5348030519,9.5566121842,9.7377458556,9.6644969243,9.5516543564,PBC,0.3369550473
pes,pes-x-bible-newmillennium2011.csv,9.5455511236,9.6428031963,9.8503939173,10.1041500221,9.5456509144,9.5677107208,9.7910557426,9.6961841594,9.5565093782,PBC,0.34115248
hui,hui-x-bible.csv,9.5365130892,9.6068011916,9.751393365,9.9355718881,9.5366089499,9.5577747762,9.6897280551,9.6395488288,9.5600761643,PBC,0.3442361623
ell,ell-x-bible-hellenic1.csv,9.5527805385,9.667835468,9.9256754299,10.2289524588,9.5528850157,9.5759879374,9.8685786704,9.742971502,9.564198582,PBC,0.3478002185
ell,ell-x-bible-modern2009.csv,9.555802299,9.6797009491,9.9608524424,10.2868799128,9.5559082732,9.5793459001,9.9048849293,9.7644350734,9.5659160611,PBC,0.3492850735
isl,isl-x-bible.csv,9.5577119893,9.6620188408,9.889452632,10.1629851493,9.5578137585,9.5803137245,9.8310580624,9.7239132475,9.5693172582,PBC,0.352225595
ita,ita-x-bible-diodati.csv,9.5574970595,9.6577643649,9.8789513348,10.1447393327,9.5575995065,9.5802451149,9.8168277103,9.7191643251,9.5712402697,PBC,0.3538881439
pab,pab-x-bible.csv,9.5739799054,9.6790802391,9.9083101134,10.1834587785,9.5740818037,9.5966098123,9.8464221924,9.7417051615,9.5833902963,PBC,0.3643925085
soq,soq-x-bible.csv,9.5713245108,9.6733951849,9.8972234797,10.1661702292,9.5714266428,9.5940038833,9.8347676809,9.7349867189,9.5869822545,PBC,0.3674979534
wer,wer-x-bible.csv,9.5659628565,9.6340869164,9.769112629,9.9439623583,9.5660561445,9.5866536451,9.7139769888,9.6615174319,9.5872562309,PBC,0.3677348211
ntp,ntp-x-bible.csv,9.5774051408,9.6788554561,9.9000724907,10.1665597767,9.5775068359,9.5999871944,9.8377116364,9.7390152715,9.5889619211,PBC,0.3692094838
guc,guc-x-bible.csv,9.5771771076,9.686749796,9.9300205284,10.2185702529,9.5772806147,9.6001655705,9.8633738969,9.7560560438,9.5906253879,PBC,0.3706476421
gor,gor-x-bible.csv,9.5737335386,9.6628488113,9.8529318887,10.0869276585,9.5738329392,9.5957981813,9.7863720755,9.7112901884,9.5918532946,PBC,0.3717092348
deu,deu-bible-schlachter.csv,9.5803446238,9.6807561986,9.8988416766,10.1623150953,9.580445951,9.6028448158,9.8376484947,9.7394614667,9.5931685253,PBC,0.3728463239
ita,ita-x-bible-nuovariveduta.csv,9.5813576882,9.6771959198,9.8845207742,10.1365243997,9.581458483,9.6037363264,9.8266388479,9.732227179,9.5966378724,PBC,0.3758457649
bul,bul-x-bible-veren.csv,9.5902957444,9.7094912086,9.9722814963,10.2817289122,9.5903992627,9.6132927172,9.9179097081,9.7842243711,9.5991081668,PBC,0.3779814699
faa,faa-x-bible.csv,9.5823616825,9.655535175,9.8021539367,9.9901102957,9.5824559698,9.6032791166,9.7433480628,9.6866313728,9.6011483972,PBC,0.379745361
pes,pes-x-bible-1995.csv,9.5976070135,9.7005288777,9.9197856505,10.1857905583,9.5977071136,9.6198369789,9.8516523146,9.7574195505,9.6078189933,PBC,0.3855124573
ind,ind-x-bible-terjemahanbaru.csv,9.6021690382,9.6930443988,9.8816672734,10.1158780703,9.6022666096,9.6238310453,9.8248467686,9.738244912,9.6158943468,PBC,0.3924940435
bar,bar-x-bible.csv,9.6022591527,9.7065948581,9.935483152,10.2094423397,9.602361524,9.6249918615,9.86744316,9.7699971094,9.6167449448,PBC,0.3932294321
toc,toc-x-bible.csv,9.6116311089,9.7301052256,9.9968408174,10.3080639365,9.6117363077,9.634998037,9.9285862025,9.8092427033,9.627474151,PBC,0.4025054195
ign,ign-x-bible-1980.csv,9.6264368679,9.809096487,10.2233084819,10.6741216301,9.6265465213,9.6508154214,10.2390552915,9.9430476197,9.6305085353,PBC,0.4051288112
por,por-x-bible-paratodos.csv,9.6200461752,9.7287965274,9.9627517254,10.2435969902,9.6201473472,9.6425167106,9.9017097467,9.7913994178,9.6312342433,PBC,0.4057562256
mpt,mpt-x-bible.csv,9.6174576379,9.711680051,9.912712218,10.1584950418,9.6175574137,9.6396085102,9.8495035236,9.763480188,9.6367814118,PBC,0.4105520571
kup,kup-x-bible.csv,9.6170569165,9.6958280657,9.8558998579,10.0585982415,9.6171524784,9.6382615393,9.7962523185,9.7315718579,9.6376931346,PBC,0.4113402915
sja,sja-x-bible.csv,9.6180716937,9.6934957904,9.8444936756,10.0374654862,9.6181660954,9.639016012,9.7854207074,9.7256672774,9.639110758,PBC,0.4125659047
deu,deu-x-bible-albrecht.csv,9.6233681428,9.7157871871,9.9096229902,10.148699655,9.623466584,9.6452227789,9.8527169041,9.7636518137,9.6402401313,PBC,0.4135423099
huu,huu-x-bible.csv,9.6220475382,9.7063009286,9.8797554785,10.0970646319,9.6221442621,9.6435148871,9.8219139042,9.7467259363,9.6417422104,PBC,0.4148409397
mkd,mkd-x-bible-dynamic.csv,9.6288764362,9.7384635515,9.9741095667,10.2567967791,9.6289776167,9.6513494634,9.9154889384,9.8015234307,9.6418033715,PBC,0.4148938168
myw,myw-x-bible.csv,9.6324427149,9.7209232018,9.9027355763,10.1296158577,9.6325395489,9.6539380923,9.8400723475,9.7634053364,9.6489287633,PBC,0.4210541089
wap,wap-x-bible.csv,9.6383346778,9.7372891307,9.9482586699,10.2048180659,9.6384346968,9.6605425513,9.8849530236,9.7920035171,9.6553200107,PBC,0.426579693
nko,nko-x-bible.csv,9.6439536649,9.727413573,9.8962025936,10.1091410724,9.6440491855,9.6651534448,9.8360107131,9.7649825293,9.6621414529,PBC,0.432477204
maj,maj-x-bible-2011.csv,9.6504672319,9.7502007401,9.9604525122,10.216901173,9.650566522,9.6725139851,9.8977400583,9.8034972826,9.6640498781,PBC,0.4341271423
deu,deu-x-bible-zuercher.csv,9.6515998766,9.7546515833,9.97338413,10.2386531419,9.6516998104,9.673791868,9.9129071424,9.8111715473,9.6652222026,PBC,0.4351406811
fra,fra-x-bible-jerusalem2004.csv,9.6542479858,9.7692596345,10.018883617,10.3151587656,9.6543502411,9.6769610381,9.9597479394,9.838065299,9.6671012713,PBC,0.4367652391
iou,iou-x-bible.csv,9.6563822249,9.732556523,9.8818013614,10.0738457507,9.6564752959,9.6770327104,9.8239274806,9.7624808533,9.6775695197,PBC,0.4458156142
grc,grc-x-bible-combined2005.csv,9.6670356028,9.7975129423,10.085295002,10.4190726374,9.6671399979,9.6902301022,10.0351377485,9.8811202288,9.6777411204,PBC,0.4459639724
apz,apz-x-bible.csv,9.6601581408,9.7686776618,10.0064709304,10.2892693602,9.66026081,9.6829575958,9.9331836872,9.8350918404,9.6787057841,PBC,0.4467979771
snn,snn-x-bible-1982.csv,9.6556184308,9.729152597,9.8737330636,10.059930203,9.6557116283,9.6762930156,9.815468853,9.7583621613,9.6802020184,PBC,0.4480915538
ghs,ghs-x-bible.csv,9.6631523958,9.7429767125,9.9025897318,10.1053740771,9.6632470407,9.6841534862,9.838397561,9.7773006901,9.6834562202,PBC,0.4509049897
guo,guo-x-bible.csv,9.6723295493,9.7894042519,10.0419936973,10.3415885136,9.6724315308,9.6949824985,9.976016985,9.8584916933,9.6846722115,PBC,0.4519562809
yuw,yuw-x-bible.csv,9.667231302,9.7504026711,9.918889011,10.1310603079,9.6673270055,9.6884695757,9.8514735767,9.7882060597,9.686232189,PBC,0.4533049671
bul,bul-x-bible-modern.csv,9.6770830869,9.7835828348,10.0065912685,10.2773655851,9.6771822691,9.6991107438,9.94569781,9.839808709,9.6897888997,PBC,0.4563799386
mak,mak-x-bible.csv,9.6801700757,9.7868140931,10.0112605086,10.2829814723,9.680269677,9.7022898163,9.9465446772,9.8441825713,9.69088123,PBC,0.4573243181
ita,ita-x-bible-vita1997.csv,9.6783093273,9.7763693092,9.9806605194,10.2312457698,9.6784077294,9.7001578134,9.9177167683,9.8267096188,9.6938199271,PBC,0.459864983
suk,suk-x-bible.csv,9.7036902035,9.8202599628,10.0731453211,10.3720065825,9.7037926854,9.7264519676,9.9987537628,9.8904606845,9.716248059,PBC,0.4792553335
etr,etr-x-bible.csv,9.6948674559,9.770767642,9.9192726927,10.1101248545,9.69496054,9.7155181393,9.8582119332,9.8005921911,9.7180751485,PBC,0.4808349526
omw,omw-x-bible.csv,9.6968272386,9.7756993765,9.9308466177,10.1291880552,9.6969208246,9.7175920816,9.8654062109,9.8075556908,9.7198837774,PBC,0.4823986115
ign,ign-x-bible-2004.csv,9.721801781,9.9010854937,10.2972846651,10.732923934,9.7219093633,9.7457184705,10.2963289031,10.0240709427,9.726289718,PBC,0.4879368986
bqc,bqc-x-bible.csv,9.7177360174,9.8347097314,10.0841602137,10.3809025194,9.7178372357,9.7402187124,10.0196578875,9.9015350328,9.7307114538,PBC,0.4917597318
irk,irk-x-bible.csv,9.7190696453,9.8159466173,10.0145938147,10.2597270748,9.7191669587,9.7406751698,9.9499499028,9.8631186061,9.7361918619,PBC,0.4964978453
ita,ita-x-bible-riveduta.csv,9.7272369385,9.8352226623,10.06239047,10.3365467387,9.7273366889,9.7493890332,9.9977726439,9.8935955206,9.7419327081,PBC,0.5014611218
deu,deu-x-bible-greber.csv,9.7340521173,9.8321553801,10.032114593,10.2790322878,9.7341491054,9.7555863135,9.9673519588,9.8790653829,9.7510262653,PBC,0.5093230009
kaq,kaq-x-bible.csv,9.7364449157,9.8525818665,10.1006147788,10.3954493655,9.7365462584,9.7589537882,10.0276594648,9.9193126078,9.7522947354,PBC,0.5104196629
bug,bug-x-bible.csv,9.7433503278,9.8556785637,10.086351907,10.366172019,9.7434485975,9.7651776779,10.0259639858,9.9120528485,9.7537578934,PBC,0.5116846433
kbh,kbh-x-bible.csv,9.7420080252,9.868633369,10.1409092063,10.4601635901,9.7421104648,9.7647654506,10.0772404609,9.9439880324,9.7538018934,PBC,0.5117226837
kab,kab-x-bible.csv,9.7439813528,9.8690918668,10.1344052819,10.4478290898,9.7440826569,9.7664869742,10.0737516904,9.9402189322,9.7554213542,PBC,0.5131227964
nif,nif-x-bible.csv,9.7372285065,9.8248578033,9.9985815908,10.217851994,9.7373230728,9.7582185503,9.9411540528,9.8620031995,9.7566806355,PBC,0.5142115142
gug,gug-x-bible.csv,9.7437295084,9.8491039542,10.0666323514,10.3317201852,9.743827804,9.7655576089,9.9988876031,9.9024473447,9.7572424161,PBC,0.5146972043
ind,ind-x-bible-suciinjil.csv,9.7644237887,9.8575064727,10.0396514628,10.2693641777,9.7645177912,9.7852936423,9.9823876901,9.8954005196,9.7802553718,PBC,0.5345931671
ron,ron-x-bible-cornilescu.csv,9.7676101945,9.8665357935,10.0626292167,10.3071204713,9.7677053656,9.7887427483,9.9996522192,9.9093585702,9.7812468693,PBC,0.5354503711
fra,fra-x-bible-zadockahn.csv,9.7707771157,9.8916461062,10.1449372969,10.4466466868,9.7708773664,9.7930467817,10.0826925344,9.957547919,9.7836062607,PBC,0.5374901944
kgf,kgf-x-bible.csv,9.7707242533,9.8567665855,10.0237872008,10.2363808673,9.7708174514,9.7914087341,9.9587216799,9.8903559232,9.7886886219,PBC,0.5418841745
ita,ita-x-bible-nuovadiodati1991.csv,9.7744499362,9.8834455466,10.1087791589,10.3819003594,9.7745485873,9.7963583147,10.0443789732,9.9393409201,9.7896860375,PBC,0.542746495
pad,pad-x-bible.csv,9.7794481174,9.8946473164,10.1335799058,10.420884974,9.7795473497,9.8014887585,10.070752167,9.9549550443,9.7917084474,PBC,0.5444949793
ldi,ldi-x-bible.csv,9.7791557812,9.8873867631,10.1116104263,10.3830963495,9.7792546052,9.8011009285,10.0327950166,9.9433586518,9.7951708134,PBC,0.5474883847
arl,arl-x-bible.csv,9.7809474167,9.8983539392,10.1457058324,10.4404132734,9.7810479374,9.8032738364,10.0711287768,9.9633376888,9.7952271103,PBC,0.5475370565
top,top-x-bible.csv,9.7828576424,9.907203528,10.168863426,10.4786592537,9.7829584346,9.8052483838,10.1041133247,9.9763684723,9.7962928147,PBC,0.5484584164
tos,tos-x-bible.csv,9.7854630188,9.9173830533,10.2002306105,10.5299191021,9.7855656369,9.80826152,10.1348067851,9.9960090053,9.8009938316,PBC,0.5525227034
bul,bul-x-bible-1940.csv,9.7914075846,9.9179463666,10.1813246352,10.493891122,9.7915076879,9.8136471989,10.1289841719,9.9860712993,9.8021008003,PBC,0.5534797386
agg,agg-x-bible.csv,9.805607646,9.9407448905,10.2300709506,10.56592349,9.8057104231,9.8284418599,10.158324694,10.0215049872,9.8177764202,PBC,0.567032172
enb,enb-x-bible.csv,9.8053289396,9.9266451655,10.1799091352,10.481425167,9.8054290328,9.8275628088,10.1145104426,9.9922602891,9.8213318547,PBC,0.5701060402
waj,waj-x-bible.csv,9.8038110827,9.8866939128,10.0450360398,10.2482611774,9.8039031734,9.8242464178,9.9805646321,9.9168820793,9.827899992,PBC,0.5757845553
deu,deu-x-bible-neue.csv,9.8164958363,9.9235438084,10.1405169639,10.4057114308,9.8165930901,9.8380925875,10.0735628241,9.9748592815,9.8334696957,PBC,0.5805998697
cap,cap-x-bible-2004.csv,9.8275622622,9.9613866542,10.2381925766,10.5644209634,9.8276624347,9.8498192378,10.1743334852,10.0330449314,9.8353687416,PBC,0.5822416991
tuo,tuo-x-bible.csv,9.8191799268,9.9305992648,10.1589616074,10.4354795625,9.8192782113,9.8410072109,10.0887847063,9.9865473606,9.8365568095,PBC,0.5832688489
bef,bef-x-bible.csv,9.823120832,9.9162323699,10.0968315849,10.3247003074,9.8232144299,9.8438983677,10.0283141849,9.9531493132,9.84241144,PBC,0.5883304982
deu,deu-x-bible-textbibel.csv,9.8314358246,9.9462599229,10.1796585207,10.4622453599,9.8315337036,9.8531756325,10.1177932469,10.0025749137,9.8459006848,PBC,0.5913471418
bss,bss-x-bible.csv,9.8416462345,9.9481315555,10.1625246233,10.4250665565,9.841743076,9.863150259,10.091893154,9.9981032997,9.8604340893,PBC,0.6039120673
grc,grc-x-bible-unaccented.csv,9.8652393675,10.0099416801,10.3116968921,10.6616887556,9.8653408233,9.8877841998,10.254113274,10.0909714545,9.8731720811,PBC,0.6149247601
sxb,sxb-x-bible.csv,9.8615979661,9.9671455353,10.1780740693,10.4371106138,9.8616943134,9.882991095,10.1019363296,10.0154257456,9.8790671822,PBC,0.6200213984
aoj,aoj-x-bible-mufian.csv,9.8620940499,9.9677137539,10.1780031231,10.4368036369,9.8621901047,9.8834232181,10.1111260183,10.0152881614,9.8822080705,PBC,0.6227368687
wnc,wnc-x-bible.csv,9.8603094442,9.9499440871,10.1216882324,10.3398707236,9.8604021664,9.880888885,10.0565833826,9.9836750566,9.8839973618,PBC,0.6242838092
zos,zos-x-bible.csv,9.8731232992,10.0070198259,10.2837653273,10.6093160605,9.8732235421,9.8953944939,10.2096270239,10.0788882736,9.8851805324,PBC,0.6253067251
way,way-x-bible.csv,9.8777183813,9.9930329959,10.2219036607,10.5010523613,9.8778147445,9.8991217124,10.1581027865,10.0452510996,9.8920723179,PBC,0.6312650518
ben,ben-x-bible-easy.csv,9.890710375,9.9808643881,10.1470515277,10.3613380206,9.8908007059,9.910761439,10.0833190525,10.0094239102,9.9052862995,PBC,0.6426892638
ita,ita-x-bible-2009.csv,9.8906894096,10.0120056356,10.2570058551,10.5516961088,9.8907873245,9.9124390071,10.1934803833,10.0711322445,9.9057228687,PBC,0.6430667019
noa,noa-x-bible.csv,9.8840763377,9.9799145693,10.1653497575,10.3982666613,9.8841700589,9.9048810389,10.0933933175,10.0180347722,9.9059614513,PBC,0.6432729696
