lang	nativeCountryArea	complexity	logpop2	lat	lon	missing	propPresent	complexityCentered
Nyanga	Africa	0	5.17609	-1.25	28.17	22	0.08333	0.00000
Nyiha	Africa	0	5.79657	-10.00	33.00	22	0.08333	0.00000
Nzakara	Africa	0	4.69897	5.00	23.00	20	0.16667	0.00000
Orig	Africa	0	4.55313	12.17	30.83	22	0.08333	0.00000
Pa'a	Africa	0	3.90309	11.00	9.25	19	0.20833	0.00000
Pangwa	Africa	0	4.97772	-10.00	34.75	22	0.08333	0.00000
Pare	Africa	0	5.69897	-4.00	36.50	20	0.16667	0.00000
Podoko	Africa	0	4.47712	11.00	14.08	20	0.16667	0.00000
Pokot	Africa	0	5.42160	1.50	35.50	20	0.16667	0.00000
Rimi	Africa	0	5.74507	-5.00	34.67	22	0.08333	0.00000
Rundi	Africa	0	6.68582	-3.50	30.00	22	0.08333	0.00000
Runyoro-Rutooro	Africa	0	5.69499	1.50	31.33	22	0.08333	0.00000
Sandawe	Africa	0	4.60206	-5.00	35.00	22	0.08333	0.00000
Sangu	Africa	0	4.32037	-1.50	11.83	21	0.12500	0.00000
Sebei	Africa	0	5.07918	1.33	34.58	21	0.12500	0.00000
Seme	Africa	0	4.60206	11.00	-4.92	22	0.08333	0.00000
Sena	Africa	0	5.94279	-18.00	35.25	22	0.08333	0.00000
Sengele	Africa	0	4.23045	-1.83	17.33	21	0.12500	0.00000
Sesotho	Africa	0	6.68790	-28.00	27.00	18	0.25000	0.00000
Shambala	Africa	0	5.82217	-4.75	39.17	20	0.16667	0.00000
Shatt	Africa	0	4.17609	10.83	30.00	19	0.20833	0.00000
Sila	Africa	0	4.79991	12.33	21.75	21	0.12500	0.00000
Soddo	Africa	0	5.40600	8.50	38.50	21	0.12500	0.00000
Subiya	Africa	0	4.62309	-17.75	24.92	21	0.12500	0.00000
Sukuma	Africa	0	6.50515	-2.83	32.00	22	0.08333	0.00000
Sungor	Africa	0	4.58522	13.75	21.50	20	0.16667	0.00000
Swati	Africa	0	6.23221	-26.50	31.00	20	0.16667	0.00000
Tabwa	Africa	0	5.49136	-8.00	29.50	20	0.16667	0.00000
Talinga	Africa	0	4.92612	0.42	29.67	21	0.12500	0.00000
Tangale	Africa	0	5.11394	9.75	11.33	21	0.12500	0.00000
Tashlhiyt	Africa	0	6.47712	31.00	-5.00	17	0.29167	0.00000
Temein	Africa	0	4.00000	11.92	29.42	21	0.12500	0.00000
Tenyer	Africa	0	4.48001	10.67	-4.50	18	0.25000	0.00000
Tera	Africa	0	5.00268	11.00	11.83	17	0.29167	0.00000
Tetela	Africa	0	5.87506	-4.00	24.00	21	0.12500	0.00000
Tonga (in Zambia)	Africa	0	6.18099	-17.00	27.00	20	0.16667	0.00000
Tsonga	Africa	0	6.51523	-24.00	32.00	21	0.12500	0.00000
Tuki	Africa	0	4.41497	4.58	11.50	22	0.08333	0.00000
Venda	Africa	0	5.98246	-22.00	30.00	22	0.08333	0.00000
Yao (in Malawi)	Africa	0	6.28825	-14.50	35.50	22	0.08333	0.00000
Yulu	Africa	0	3.84510	8.50	25.25	20	0.16667	0.00000
Zayse	Africa	0	4.25042	5.92	37.33	19	0.20833	0.00000
Zenaga	Africa	0	2.30103	17.33	-16.00	21	0.12500	0.00000
Achang	Asia	0	4.46847	25.00	98.50	22	0.08333	0.00000
Akha	Asia	0	5.65250	21.83	99.83	21	0.12500	0.00000
Amdo	Asia	0	5.90822	35.00	100.00	22	0.08333	0.00000
Arabic (Modern Standard)	Asia	0	8.31387	25.00	42.00	21	0.12500	0.00000
Arabic (San'ani)	Asia	0	6.88081	16.00	44.00	22	0.08333	0.00000
Arabic (Syrian)	Asia	0	7.15563	34.00	38.00	18	0.25000	0.00000
Arandai	Asia	0	3.00000	-2.08	133.00	22	0.08333	0.00000
Assamese	Asia	0	7.18679	26.00	93.00	21	0.12500	0.00000
Athpare	Asia	0	3.30103	27.00	87.33	18	0.25000	0.00000
Balangao	Asia	0	4.32779	17.17	121.17	21	0.12500	0.00000
Baonan	Asia	0	3.77815	36.00	102.50	20	0.16667	0.00000
Bauzi	Asia	0	3.17609	-2.50	137.50	22	0.08333	0.00000
Belhare	Asia	0	2.69897	26.97	87.30	16	0.33333	0.00000
Bisu	Asia	0	3.47712	19.75	100.00	21	0.12500	0.00000
Brao	Asia	0	4.26586	14.17	107.50	22	0.08333	0.00000
Brokskat	Asia	0	3.47712	35.33	76.50	22	0.08333	0.00000
Camling	Asia	0	4.00000	27.00	86.67	20	0.16667	0.00000
Chaldean (Modern)	Asia	0	5.31387	36.00	43.00	20	0.16667	0.00000
Cham (Western)	Asia	0	5.40329	12.00	105.50	22	0.08333	0.00000
Chantyal	Asia	0	3.30103	28.58	83.42	20	0.16667	0.00000
Darmiya	Asia	0	3.50840	30.00	79.75	20	0.16667	0.00000
Deuri	Asia	0	4.42975	26.00	90.25	20	0.16667	0.00000
Digaro	Asia	0	3.93561	28.42	96.00	20	0.16667	0.00000
Dimasa	Asia	0	5.02531	25.50	93.00	21	0.12500	0.00000
Domari	Asia	0	6.27326	32.00	35.00	20	0.16667	0.00000
Dulong	Asia	0	4.05308	28.00	98.33	22	0.08333	0.00000
Dumaki	Asia	0	2.69897	36.17	74.00	20	0.16667	0.00000
Enggano	Asia	0	2.84510	-5.42	102.25	19	0.20833	0.00000
Gadaba	Asia	0	3.90309	19.00	83.67	22	0.08333	0.00000
Gahri	Asia	0	3.60206	32.50	77.00	22	0.08333	0.00000
Gojri	Asia	0	5.99665	32.75	76.25	21	0.12500	0.00000
Great Andamanese	Asia	0	1.69897	12.00	92.67	22	0.08333	0.00000
Ho	Asia	0	6.03222	22.00	86.00	21	0.12500	0.00000
Idu	Asia	0	4.04614	29.33	95.83	21	0.12500	0.00000
Ifugao (Batad)	Asia	0	4.63347	16.83	121.08	21	0.12500	0.00000
Iha	Asia	0	3.74036	-2.92	132.25	22	0.08333	0.00000
Jarawa (in Andamans)	Asia	0	2.47712	12.00	92.58	22	0.08333	0.00000
Jiarong	Asia	0	4.91908	31.50	102.00	21	0.12500	0.00000
Kachari	Asia	0	4.77085	26.50	91.00	21	0.12500	0.00000
Kadazan	Asia	0	4.77815	5.92	117.17	21	0.12500	0.00000
Kalasha	Asia	0	3.70148	35.00	72.00	22	0.08333	0.00000
Kamoro	Asia	0	3.90309	-4.33	136.00	20	0.16667	0.00000
Kanum (Bädi)	Asia	0	1.69897	-8.83	140.75	22	0.08333	0.00000
Karakalpak	Asia	0	5.61441	43.00	60.00	19	0.20833	0.00000
Karen (Pwo)	Asia	0	6.02119	13.00	99.17	22	0.08333	0.00000
Kati (in West Papua, Indonesia)	Asia	0	3.60206	-5.75	140.92	22	0.08333	0.00000
Khinalug	Asia	0	3.17609	41.17	48.08	21	0.12500	0.00000
Khowar	Asia	0	5.38382	36.00	72.00	22	0.08333	0.00000
Kinnauri	Asia	0	4.68822	31.50	78.00	20	0.16667	0.00000
Kirghiz	Asia	0	6.49648	42.00	75.00	20	0.16667	0.00000
Kodava	Asia	0	5.08636	12.17	76.83	21	0.12500	0.00000
Konkani	Asia	0	6.60206	15.25	74.00	22	0.08333	0.00000
Korku	Asia	0	5.67943	22.50	78.50	22	0.08333	0.00000
Korowai	Asia	0	2.84510	-5.25	140.00	18	0.25000	0.00000
Koya	Asia	0	5.51851	17.50	81.33	21	0.12500	0.00000
Kumauni	Asia	0	6.37291	30.00	80.00	20	0.16667	0.00000
Kusunda	Asia	0	1.69897	28.00	84.67	22	0.08333	0.00000
Kuvi	Asia	0	5.47712	18.75	82.67	19	0.20833	0.00000
Lamaholot	Asia	0	5.17609	-8.25	122.92	21	0.12500	0.00000
Lampung	Asia	0	6.17609	-5.00	105.00	20	0.16667	0.00000
Larike	Asia	0	4.09889	-3.75	127.92	18	0.25000	0.00000
Leti	Asia	0	3.87506	-8.20	127.67	21	0.12500	0.00000
Lhomi	Asia	0	3.77815	27.67	87.42	21	0.12500	0.00000
Lisu	Asia	0	5.85914	26.00	98.00	22	0.08333	0.00000
Lungchang	Asia	0	5.00169	27.50	96.42	21	0.12500	0.00000
Magahi	Asia	0	7.11394	23.50	85.50	22	0.08333	0.00000
Magar	Asia	0	5.55154	28.00	83.00	20	0.16667	0.00000
Mairasi	Asia	0	3.51851	-3.50	134.00	21	0.12500	0.00000
Maklew	Asia	0	2.07918	-7.67	139.42	21	0.12500	0.00000
Manchu	Asia	0	1.77815	49.50	127.50	19	0.20833	0.00000
Mazanderani	Asia	0	6.51388	36.50	52.00	22	0.08333	0.00000
Mentawai	Asia	0	4.69897	-1.50	99.00	22	0.08333	0.00000
Mingrelian	Asia	0	5.69897	42.50	42.00	22	0.08333	0.00000
Moghol	Asia	0	2.30103	35.00	62.00	21	0.12500	0.00000
Mombum	Asia	0	2.39794	-8.25	138.75	22	0.08333	0.00000
Moni	Asia	0	4.30103	-3.67	137.00	21	0.12500	0.00000
Mor	Asia	0	2.84510	-3.00	135.75	21	0.12500	0.00000
Moraori	Asia	0	1.69897	-8.58	140.67	21	0.12500	0.00000
Mpur	Asia	0	3.84510	-0.75	133.25	20	0.16667	0.00000
Naga (Tangkhul)	Asia	0	5.04139	25.00	94.50	18	0.25000	0.00000
Naga Pidgin	Asia	0	4.47712	25.67	94.00	22	0.08333	0.00000
Neo-Aramaic (Arbel Jewish)	Asia	0	3.30103	31.75	35.00	19	0.20833	0.00000
Neo-Aramaic (Persian Azerbaijan)	Asia	0	3.64128	38.00	47.00	22	0.08333	0.00000
Nocte	Asia	0	4.54407	27.00	95.50	20	0.16667	0.00000
Nuaulu	Asia	0	3.17609	-3.25	129.17	18	0.25000	0.00000
Nyamkad	Asia	0	2.85914	32.00	78.50	22	0.08333	0.00000
Ordos	Asia	0	6.52905	39.00	109.00	21	0.12500	0.00000
Oriya	Asia	0	7.50104	21.00	85.00	20	0.16667	0.00000
Pattani	Asia	0	4.04139	32.75	76.75	20	0.16667	0.00000
Pisa	Asia	0	3.81291	-5.17	139.17	21	0.12500	0.00000
Prasuni	Asia	0	3.00000	35.50	71.00	21	0.12500	0.00000
Pumi	Asia	0	4.54407	28.00	101.00	20	0.16667	0.00000
Salar	Asia	0	4.77815	35.00	103.00	22	0.08333	0.00000
Santa	Asia	0	5.39794	31.50	107.50	19	0.20833	0.00000
Savi	Asia	0	3.47712	35.00	71.50	22	0.08333	0.00000
Sherdukpen	Asia	0	3.49136	27.00	92.50	22	0.08333	0.00000
Sherpa	Asia	0	5.17918	27.75	86.83	20	0.16667	0.00000
Shira Yughur	Asia	0	3.47712	38.00	99.00	21	0.12500	0.00000
Simeulue	Asia	0	5.00000	2.50	96.25	22	0.08333	0.00000
Sobei	Asia	0	3.00000	-1.92	138.75	21	0.12500	0.00000
Sora	Asia	0	5.45939	20.00	84.33	21	0.12500	0.00000
Sougb	Asia	0	4.07918	-1.50	134.00	20	0.16667	0.00000
Sulung	Asia	0	3.73584	28.33	93.25	22	0.08333	0.00000
Tabla	Asia	0	3.57403	-2.45	140.42	22	0.08333	0.00000
Tarao	Asia	0	2.93952	24.25	94.17	20	0.16667	0.00000
Tati (Southern)	Asia	0	5.34242	36.00	49.67	20	0.16667	0.00000
Thangmi	Asia	0	4.28535	27.75	86.00	21	0.12500	0.00000
Tibetan (Standard Spoken)	Asia	0	6.10092	30.00	91.00	22	0.08333	0.00000
Tinani	Asia	0	3.38917	32.33	77.17	22	0.08333	0.00000
Tobati	Asia	0	2.54407	-2.58	140.67	21	0.12500	0.00000
Torwali	Asia	0	4.77815	34.25	72.00	22	0.08333	0.00000
Tshangla	Asia	0	5.15534	27.83	92.17	20	0.16667	0.00000
Uyghur	Asia	0	6.88090	40.00	80.00	17	0.29167	0.00000
Uzbek	Asia	0	7.27406	39.00	66.00	16	0.33333	0.00000
Woisika	Asia	0	4.21806	-8.25	124.83	22	0.08333	0.00000
Yale (Kosarek)	Asia	0	3.36173	-4.08	139.50	22	0.08333	0.00000
Yaqay	Asia	0	4.00000	-6.58	139.25	21	0.12500	0.00000
Yelmek	Asia	0	2.60206	-7.67	139.17	22	0.08333	0.00000
Adynyamathanha	Australia and Oceania	0	1.69897	-30.50	139.50	22	0.08333	0.00000
Agarabi	Australia and Oceania	0	4.43130	-6.17	146.00	20	0.16667	0.00000
Ala'ala	Australia and Oceania	0	2.99520	-8.92	146.75	22	0.08333	0.00000
Amara	Australia and Oceania	0	3.06819	-5.67	148.50	22	0.08333	0.00000
Anindilyakwa	Australia and Oceania	0	3.00000	-14.00	136.50	20	0.16667	0.00000
Aribwatsa	Australia and Oceania	0	1.69897	-6.72	147.00	22	0.08333	0.00000
Arrernte (Western)	Australia and Oceania	0	3.00000	-24.00	132.50	21	0.12500	0.00000
Awa	Australia and Oceania	0	3.31260	-6.67	145.75	20	0.16667	0.00000
Badimaya	Australia and Oceania	0	1.69897	-27.67	118.00	20	0.16667	0.00000
Baruya	Australia and Oceania	0	3.81954	-6.92	145.92	21	0.12500	0.00000
Bau	Australia and Oceania	0	3.48544	-5.25	145.62	22	0.08333	0.00000
Binumarien	Australia and Oceania	0	2.55630	-6.28	146.08	21	0.12500	0.00000
Boazi	Australia and Oceania	0	3.39794	-7.00	141.33	21	0.12500	0.00000
Boiken	Australia and Oceania	0	4.49593	-3.50	143.50	22	0.08333	0.00000
Buin	Australia and Oceania	0	4.42325	-6.75	155.75	21	0.12500	0.00000
Bunuba	Australia and Oceania	0	1.69897	-17.75	125.75	22	0.08333	0.00000
Burarra	Australia and Oceania	0	2.60206	-12.25	134.58	22	0.08333	0.00000
Burum	Australia and Oceania	0	3.91661	-6.50	147.33	22	0.08333	0.00000
Chambri	Australia and Oceania	0	3.23045	-4.17	143.08	21	0.12500	0.00000
Dharawal	Australia and Oceania	0	1.69897	-34.50	150.50	21	0.12500	0.00000
Diyari	Australia and Oceania	0	1.69897	-28.00	139.00	20	0.16667	0.00000
Djabugay	Australia and Oceania	0	1.69897	-16.75	145.58	21	0.12500	0.00000
Djambarrpuyngu	Australia and Oceania	0	2.65321	-12.17	135.50	22	0.08333	0.00000
Djinang	Australia and Oceania	0	2.39794	-12.33	134.83	21	0.12500	0.00000
Djingili	Australia and Oceania	0	1.69897	-17.75	134.00	20	0.16667	0.00000
Duna	Australia and Oceania	0	4.04139	-5.50	142.50	22	0.08333	0.00000
Fasu	Australia and Oceania	0	3.07918	-6.58	143.33	21	0.12500	0.00000
Foe	Australia and Oceania	0	3.44716	-6.50	143.50	22	0.08333	0.00000
Gaagudju	Australia and Oceania	0	1.69897	-12.58	132.83	22	0.08333	0.00000
Gadsup	Australia and Oceania	0	4.34363	-6.25	146.00	19	0.20833	0.00000
Gahuku	Australia and Oceania	0	4.39794	-6.00	145.42	18	0.25000	0.00000
Gapapaiwa	Australia and Oceania	0	3.37712	-9.75	149.83	21	0.12500	0.00000
Garus	Australia and Oceania	0	3.42357	-4.95	145.67	21	0.12500	0.00000
Guhu-Samane	Australia and Oceania	0	4.10588	-8.00	147.33	20	0.16667	0.00000
Gunbalang	Australia and Oceania	0	1.69897	-12.00	134.00	21	0.12500	0.00000
Gunin	Australia and Oceania	0	1.69897	-14.25	126.67	22	0.08333	0.00000
Gunya	Australia and Oceania	0	1.69897	-26.50	146.50	22	0.08333	0.00000
Gureng Gureng	Australia and Oceania	0	1.69897	-25.25	151.00	21	0.12500	0.00000
Hanga Hundi	Australia and Oceania	0	3.77873	-3.83	142.92	21	0.12500	0.00000
I'saka	Australia and Oceania	0	2.62428	-2.83	141.28	22	0.08333	0.00000
Iduna	Australia and Oceania	0	3.77815	-9.33	150.25	22	0.08333	0.00000
Iwaidja	Australia and Oceania	0	2.17609	-11.50	132.67	21	0.12500	0.00000
Kaki Ae	Australia and Oceania	0	2.70927	-8.00	145.83	21	0.12500	0.00000
Kaluli	Australia and Oceania	0	3.39794	-6.50	142.75	22	0.08333	0.00000
Kambot	Australia and Oceania	0	3.84510	-4.25	144.13	22	0.08333	0.00000
Karadjeri	Australia and Oceania	0	1.69897	-19.00	122.00	21	0.12500	0.00000
Karkar-Yuri	Australia and Oceania	0	3.05767	-3.75	141.08	22	0.08333	0.00000
Kire	Australia and Oceania	0	3.38364	-4.25	144.75	22	0.08333	0.00000
Koiali (Mountain)	Australia and Oceania	0	3.23045	-9.00	147.50	19	0.20833	0.00000
Koiari	Australia and Oceania	0	3.23045	-9.50	147.33	21	0.12500	0.00000
Koita	Australia and Oceania	0	3.43136	-9.33	147.08	20	0.16667	0.00000
Kuman	Australia and Oceania	0	4.90309	-5.92	145.00	20	0.16667	0.00000
Kuuku Ya'u	Australia and Oceania	0	2.00000	-12.58	143.08	22	0.08333	0.00000
Kwamera	Australia and Oceania	0	3.39794	-19.58	169.42	22	0.08333	0.00000
Laragia	Australia and Oceania	0	1.69897	-12.67	130.83	20	0.16667	0.00000
Limilngan	Australia and Oceania	0	1.69897	-12.50	131.92	22	0.08333	0.00000
Magi	Australia and Oceania	0	3.77815	-10.33	149.33	22	0.08333	0.00000
Marrithiyel	Australia and Oceania	0	1.69897	-13.83	130.00	22	0.08333	0.00000
Marshallese	Australia and Oceania	0	4.64246	7.12	171.05	22	0.08333	0.00000
Mekeo	Australia and Oceania	0	4.27875	-8.33	146.50	22	0.08333	0.00000
Meryam Mir	Australia and Oceania	0	2.47712	-9.92	144.08	20	0.16667	0.00000
Mikarew	Australia and Oceania	0	3.90309	-4.42	144.92	22	0.08333	0.00000
Minaveha	Australia and Oceania	0	3.30103	-9.60	150.47	22	0.08333	0.00000
Miriwung	Australia and Oceania	0	1.69897	-15.67	129.00	22	0.08333	0.00000
Motuna	Australia and Oceania	0	3.81954	-6.62	155.42	19	0.20833	0.00000
Mugil	Australia and Oceania	0	3.57403	-4.88	145.75	21	0.12500	0.00000
Murrinh-Patha	Australia and Oceania	0	2.95424	-14.67	129.67	22	0.08333	0.00000
Muruwari	Australia and Oceania	0	1.69897	-28.75	147.00	20	0.16667	0.00000
Musom	Australia and Oceania	0	2.30103	-6.58	147.00	21	0.12500	0.00000
Nagatman	Australia and Oceania	0	2.77815	-3.75	141.50	19	0.20833	0.00000
Nakkara	Australia and Oceania	0	1.87506	-12.12	134.42	21	0.12500	0.00000
Nankina	Australia and Oceania	0	3.39794	-5.78	146.45	20	0.16667	0.00000
Nehan	Australia and Oceania	0	3.81291	-4.50	154.20	21	0.12500	0.00000
Ngaanyatjarra	Australia and Oceania	0	3.07918	-26.00	126.50	21	0.12500	0.00000
Ngadjumaja	Australia and Oceania	0	1.69897	-32.33	123.83	21	0.12500	0.00000
Ngalkbun	Australia and Oceania	0	1.69897	-13.50	134.83	21	0.12500	0.00000
Ngandi	Australia and Oceania	0	1.69897	-13.83	135.00	19	0.20833	0.00000
Ngawun	Australia and Oceania	0	1.69897	-19.00	141.50	22	0.08333	0.00000
Nguna	Australia and Oceania	0	3.47712	-16.92	168.50	22	0.08333	0.00000
Nyigina	Australia and Oceania	0	1.69897	-18.00	124.33	22	0.08333	0.00000
Oksapmin	Australia and Oceania	0	3.90309	-5.17	142.17	22	0.08333	0.00000
Olo	Australia and Oceania	0	4.13567	-3.42	142.00	20	0.16667	0.00000
One	Australia and Oceania	0	2.69897	-3.25	141.92	21	0.12500	0.00000
Orokaiva	Australia and Oceania	0	4.52244	-8.83	148.25	20	0.16667	0.00000
Puluwat	Australia and Oceania	0	3.13481	7.33	149.33	21	0.12500	0.00000
Rawa	Australia and Oceania	0	4.06070	-5.83	146.00	21	0.12500	0.00000
Ritharngu	Australia and Oceania	0	2.47712	-12.83	135.50	19	0.20833	0.00000
Rotuman	Australia and Oceania	0	3.95424	-12.50	177.07	21	0.12500	0.00000
Sakao	Australia and Oceania	0	3.17609	-15.17	167.08	20	0.16667	0.00000
Sinaugoro	Australia and Oceania	0	4.17609	-9.83	147.83	19	0.20833	0.00000
Sio	Australia and Oceania	0	3.54407	-5.95	147.33	19	0.20833	0.00000
Sudest	Australia and Oceania	0	3.30103	-11.50	153.45	21	0.12500	0.00000
Taiap	Australia and Oceania	0	1.90309	-4.08	144.50	21	0.12500	0.00000
Tairora	Australia and Oceania	0	3.77815	-6.50	146.00	20	0.16667	0.00000
Telefol	Australia and Oceania	0	3.73239	-5.00	141.75	20	0.16667	0.00000
Tumleo	Australia and Oceania	0	2.89927	-3.08	142.42	22	0.08333	0.00000
Tyeraity	Australia and Oceania	0	1.69897	-13.00	130.33	22	0.08333	0.00000
Urim	Australia and Oceania	0	3.57310	-3.58	142.67	22	0.08333	0.00000
Usarufa	Australia and Oceania	0	3.11394	-6.42	145.58	19	0.20833	0.00000
Wagiman	Australia and Oceania	0	1.69897	-14.00	131.25	22	0.08333	0.00000
Walmatjari	Australia and Oceania	0	3.00000	-19.50	125.75	22	0.08333	0.00000
Waray (in Australia)	Australia and Oceania	0	1.69897	-13.17	131.25	22	0.08333	0.00000
Warlpiri	Australia and Oceania	0	3.47712	-20.00	132.33	21	0.12500	0.00000
Warndarang	Australia and Oceania	0	1.69897	-14.42	135.58	19	0.20833	0.00000
Watam	Australia and Oceania	0	2.77085	-3.92	144.50	21	0.12500	0.00000
Wedau	Australia and Oceania	0	3.34242	-10.17	150.17	21	0.12500	0.00000
Wik Munkan	Australia and Oceania	0	2.60206	-13.92	141.75	22	0.08333	0.00000
Yankuntjatjara	Australia and Oceania	0	2.30103	-27.00	132.00	22	0.08333	0.00000
Yanyuwa	Australia and Oceania	0	1.84510	-16.42	137.17	21	0.12500	0.00000
Yareba	Australia and Oceania	0	2.87506	-9.50	148.50	21	0.12500	0.00000
Yei	Australia and Oceania	0	2.95424	-7.92	140.92	22	0.08333	0.00000
Yindjibarndi	Australia and Oceania	0	2.69897	-21.75	117.92	20	0.16667	0.00000
Yingkarta	Australia and Oceania	0	1.69897	-25.17	114.83	19	0.20833	0.00000
Adyghe (Abzakh)	Eurasia	0	5.69826	45.23	40.58	22	0.08333	0.00000
Kamass	Eurasia	0	1.69897	52.00	92.00	20	0.16667	0.00000
Karachay-Balkar	Eurasia	0	5.38209	43.50	42.00	16	0.33333	0.00000
Karata	Eurasia	0	3.69897	42.58	46.33	22	0.08333	0.00000
Kerek	Eurasia	0	1.69897	62.25	175.00	22	0.08333	0.00000
Ladino	Eurasia	0	5.04139	40.00	33.00	22	0.08333	0.00000
Laz	Eurasia	0	4.51851	41.50	41.50	21	0.12500	0.00000
Mordvin (Erzya)	Eurasia	0	5.71397	53.00	45.50	18	0.25000	0.00000
Orok	Eurasia	0	1.69897	49.50	143.50	20	0.16667	0.00000
Selkup	Eurasia	0	3.19590	65.00	82.00	21	0.12500	0.00000
Ubykh	Eurasia	0	1.69897	43.67	39.67	18	0.25000	0.00000
Yukaghir (Tundra)	Eurasia	0	1.69897	69.00	155.00	21	0.12500	0.00000
Belorussian	Europe	0	6.95814	54.00	28.00	21	0.12500	0.00000
Gaelic (Scots)	Europe	0	4.79362	57.00	-4.00	19	0.20833	0.00000
Gagauz	Europe	0	5.17609	46.33	28.67	21	0.12500	0.00000
Galician	Europe	0	6.50357	43.00	-8.00	22	0.08333	0.00000
Manx	Europe	0	1.69897	54.17	-4.50	22	0.08333	0.00000
Occitan	Europe	0	3.69897	44.00	2.00	22	0.08333	0.00000
Romani (Welsh)	Europe	0	1.69900	52.00	-4.00	20	0.16667	0.00000
Romansch (Sursilvan)	Europe	0	4.60206	46.67	8.83	21	0.12500	0.00000
Sardinian	Europe	0	5.53805	40.00	9.00	19	0.20833	0.00000
Sorbian	Europe	0	4.17609	51.50	14.00	22	0.08333	0.00000
Alabama	North America	0	2.00000	32.33	-87.42	22	0.08333	0.00000
Aleut	North America	0	2.69020	54.00	-166.00	21	0.12500	0.00000
Alsea	North America	0	1.69897	44.67	-123.92	22	0.08333	0.00000
Apache (Chiricahua)	North America	0	3.25527	33.25	-108.00	22	0.08333	0.00000
Apache (Western)	North America	0	4.10356	33.75	-110.00	21	0.12500	0.00000
Arapaho	North America	0	3.01620	40.00	-103.00	22	0.08333	0.00000
Arikara	North America	0	1.69897	45.50	-100.50	22	0.08333	0.00000
Bella Coola	North America	0	1.69897	52.50	-126.67	18	0.25000	0.00000
Chehalis (Upper)	North America	0	1.69897	46.58	-123.00	22	0.08333	0.00000
Chinantec (Tepetotutla)	North America	0	3.30103	17.83	-96.50	22	0.08333	0.00000
Chinook (Upper)	North America	0	1.83885	45.50	-122.50	17	0.29167	0.00000
Chipewyan	North America	0	3.60206	59.00	-106.00	19	0.20833	0.00000
Chitimacha	North America	0	1.69897	29.67	-91.00	19	0.20833	0.00000
Chontal (Highland)	North America	0	3.55630	16.25	-95.75	22	0.08333	0.00000
Chontal (Huamelultec Oaxaca)	North America	0	2.97772	16.00	-95.75	19	0.20833	0.00000
Chontal Maya	North America	0	4.74036	18.17	-92.58	18	0.25000	0.00000
Chortí	North America	0	4.47727	14.83	-89.25	22	0.08333	0.00000
Chuj	North America	0	4.50010	15.92	-91.58	21	0.12500	0.00000
Cocopa	North America	0	2.54407	32.33	-115.00	19	0.20833	0.00000
Costanoan	North America	0	1.69897	37.00	-122.00	22	0.08333	0.00000
Crow	North America	0	3.63144	47.00	-108.00	21	0.12500	0.00000
Esselen	North America	0	1.69897	36.25	-121.75	22	0.08333	0.00000
Fox	North America	0	2.30103	43.00	-83.00	22	0.08333	0.00000
Gitksan	North America	0	2.60206	55.33	-127.75	21	0.12500	0.00000
Guarijío	North America	0	3.69897	27.75	-108.67	21	0.12500	0.00000
Halkomelem	North America	0	2.35218	49.50	-122.50	17	0.29167	0.00000
Hawaiian Creole	North America	0	5.77815	21.50	-158.00	20	0.16667	0.00000
Hidatsa	North America	0	2.00000	47.00	-102.50	20	0.16667	0.00000
Hopi	North America	0	3.72132	36.00	-110.00	19	0.20833	0.00000
Huichol	North America	0	4.30103	22.00	-104.00	19	0.20833	0.00000
Inuktitut (Rankin Inlet)	North America	0	3.60206	63.00	-92.00	22	0.08333	0.00000
Itzaj	North America	0	1.69897	17.00	-89.83	22	0.08333	0.00000
Ixil	North America	0	4.54407	15.50	-91.00	22	0.08333	0.00000
Jemez	North America	0	3.11428	35.83	-107.00	22	0.08333	0.00000
Kanjobal (Western)	North America	0	4.76790	15.83	-91.83	22	0.08333	0.00000
Kashaya	North America	0	1.69897	38.67	-123.33	22	0.08333	0.00000
Kato	North America	0	1.69897	39.67	-123.67	22	0.08333	0.00000
Kawaiisu	North America	0	1.69897	36.00	-117.50	16	0.33333	0.00000
Keresan (Santa Ana)	North America	0	3.66087	35.42	-106.67	19	0.20833	0.00000
Kickapoo	North America	0	2.92376	42.25	-84.00	22	0.08333	0.00000
Kiliwa	North America	0	1.69897	31.33	-115.67	19	0.20833	0.00000
Konkow	North America	0	1.69897	39.50	-121.50	19	0.20833	0.00000
Kwakw'ala	North America	0	2.37107	51.00	-127.00	21	0.12500	0.00000
Lacandón	North America	0	3.00000	17.00	-91.50	21	0.12500	0.00000
Lillooet	North America	0	2.30103	50.75	-122.00	21	0.12500	0.00000
Luiseño	North America	0	1.69897	33.33	-117.17	19	0.20833	0.00000
Mandan	North America	0	1.69897	46.50	-102.50	16	0.33333	0.00000
Massachusett	North America	0	1.69897	42.50	-71.00	20	0.16667	0.00000
Mattole	North America	0	1.69897	40.17	-124.17	22	0.08333	0.00000
Mazatec (Chiquihuitlán)	North America	0	3.39794	17.75	-96.92	21	0.12500	0.00000
Mazatec (Huautla)	North America	0	4.85733	18.25	-96.83	21	0.12500	0.00000
Menomini	North America	0	1.69897	45.50	-88.33	19	0.20833	0.00000
Mikasuki	North America	0	2.69548	32.00	-85.00	20	0.16667	0.00000
Mixe (Tlahuitoltepec)	North America	0	3.69897	17.08	-96.17	22	0.08333	0.00000
Mixtec (Jamiltepec)	North America	0	4.00000	16.25	-97.83	22	0.08333	0.00000
